ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
1218916,law of sines,正弦定律　,,正弦定律,2012-11-26
1218917,leading coefficient,領導係數；首項係數,,首项系数,2012-11-26
1218918,leading term,首項,,首项,2012-11-26
1218919,least common multiple,最小公倍數,,最小公倍数,2012-11-26
1218920,least square method,最小平方法,,最小二乘法,2012-11-26
1218921,left limit　,左極限　,,左极限,2012-11-26
1218922,length,長度,,长度,2012-11-26
1218923,length of tangent,切線的長；切距,,切线长度,2012-11-26
1218924,Leonhard Euler(1707-1783),尤拉,,欧拉（1707-1783）,2012-11-26
1218925,less than cumulative frequency distribution,以下累積次數分布；以下累積次數分配,,以下累积频率分布,2012-11-26
1218926,limit,極限,,极限,2012-11-26
1218927,line                      ,線；直線,,线,2012-11-26
1218928,line of intersection,交線,,交线,2012-11-26
1218929,line permutation,直線排列,,直线排列,2012-11-26
1218930,linear arrangement,直線排列,,线性排列,2012-11-26
1218931,linear correlation,線性相關；直線相關,,线性相关,2012-11-26
1218932,linear function ,線性函數；一次函數；線型函數,,线性函数,2012-11-26
1218933,linear inequality,線性不等式,,线性不等式,2012-11-26
1218934,linear interpolation　　　　　　　,線性插值[法],,线性插值,2012-11-26
1218935,linear programming　,線性規劃,,线性规划,2012-11-26
1218936,liter,公升,,升,2012-11-26
1218937,local maximum,[局部]極大[值],,局部极大值,2012-11-26
1218938,local minimum,[局部]極小[值],,局部极小值,2012-11-26
1218939,logarithm　　　　　　　　　　　   ,對數,,对数,2012-11-26
1218940,logarithmic function,對數函數,,对数函数,2012-11-26
1218941,logic,理則學；邏輯[學],,逻辑,2012-11-26
1218942,long division,長除法,,长除法,2012-11-26
1218943,longitude                ,經度　,,经度,2012-11-26
1218944,lower limit　,下極限,,下极限,2012-11-26
1218945,lower sum　,下和　,,下和,2012-11-26
1218946,main diagonal　,主對角線　,,主对角线,2012-11-26
1218947,major axis,長軸,,长轴,2012-11-26
1218948,mantissa　　　　　　　　　　　　,尾數,,尾数,2012-11-26
1218949,marginal cost　,邊際成本　,,边际成本,2012-11-26
1218950,mathematical expectation,數學期望值,,数学期望,2012-11-26
1218951,mathematical induction,數學歸納法,,数学归纳法,2012-11-26
1218952,matrix                    ,矩陣,,矩阵,2012-11-26
1218953,matrix of coefficients,係數矩陣　,,系数矩阵,2012-11-26
1218954,maximal value,最大[值] ；極大[值],,最大值,2012-11-26
1218955,maximum,最大[值] ；極大[值],,极大值,2012-11-26
1218956,maximum value,最大[值] ；極大[值],,最大值,2012-11-26
1218957,mean,平均；平均值,,均值,2012-11-26
1218958,mean value theorem　,均值定理,,中值定理,2012-11-26
1218959,median,中位數；中線,,中位数,2012-11-26
1218960,meter,公尺,,米,2012-11-26
1218961,method of detached coefficients,分離係數法,,分离系数法,2012-11-26
1218962,method of least squares　,最小平方法　,,最小二乘法,2012-11-26
1218963,method of slicing; disk method,切片法　,,切片法,2012-11-26
1218964,middle point,中點,,中点,2012-11-26
1218965,mid-point,中點　,,中点,2012-11-26
1218966,midpoint formula,中點公式　,,中点公式,2012-11-26
1218967,mid-point method　,中點法,,中点法,2012-11-26
1218968,milliliter,公撮；毫升,,毫升,2012-11-26
1218969,millimeter,毫米,,毫米,2013-02-02
1218970,minimal value,最小[值]； 極小[值],,极小值,2012-11-26
1218971,minimum,最小[值]； 極小[值],,极小值,2012-11-26
1218972,minor axis,短軸,,短轴,2012-11-26
1218973,minuend ,被減數,,被减数,2012-11-26
1218974,minus,減；負的,,减,2012-11-26
1218975,minus sign,減號；負號,,减号,2012-11-26
1218976,minute,分,,分,2012-11-26
1218977,mode,眾數；方式,,众数,2012-11-26
1218978,modulus　　　　　　　　　　　  ,模；模數；絕對值；尺度,,模,2012-11-26
1218979,monomial,單項式；單項的,,单项式,2012-11-26
1218980,more than cumulative frequency distribution,以上累積次數分布；以上累積次數分配,,以上累积频率分布,2012-11-26
1218981,multiple,倍數；倍式；多重,,倍式,2012-11-26
1218982,multiplicand ,被乘數；被乘式,,被乘数,2012-11-26
1218983,multiplication,乘法,,乘法,2012-11-26
1218984,multiplication rule,乘法原理；乘法法則,,乘法法则,2012-11-26
