ID,英文名稱,中文名稱,圖片,界,門,綱,目,科,屬,種,資料來源,更新日期
3590519,Fomitopsis rhodophaea,紅褐擬層孔菌,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Polyporales多孔菌目,Fomitopsidaceae擬層孔菌科,Fomitopsis擬層孔菌屬,rhodophaea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590520,Physiculus rhodopinnis,紅鰭小褐鱈;鱈魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Gadiformes鱈形目,Moridae稚鱈科,Physiculus小褐鱈屬,rhodopinnis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590521,Actinocladium rhodosporum,紅孢分歧放射孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,,Actinocladium,rhodosporum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590522,Herpotrichia rhodosticta,紅點蔓毛腔菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Pleosporales格孢菌目,Lophiostomataceae扁孔腔菌科,Herpotrichia蔓毛腔菌屬,rhodosticta,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590523,Bursa rhodostoma,褐口蛙螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Heteropoda異足目,Bursidae蛙螺科,Bursa蛙螺屬,rhodostoma,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590524,Phylloporus rhodoxanthus,紅黃褶孔菌,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Boletales牛肝菌目,Boletaceae牛肝菌科,Phylloporus褶孔牛肝菌屬,rhodoxanthus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590525,Papaver rhoeas,虞美人;麗春花,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Ranunculales毛茛目,Papaveraceae罌粟科,Papaver罌粟屬,rhoeas,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590526,Meliosma rhoifolia,山豬肉,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Proteales山龍眼目,Sabiaceae清風藤科,Meliosma泡花樹屬,rhoifolia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590527,Mycosphaerella rhois,漆球腔菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Mycosphaerella球腔菌屬,rhois,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590528,Mycovellosiella rhois,漆樹絨孢黴,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Mycovellosiella絨孢黴屬,rhois,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590529,Venturia rhois,山鹽青黑星病菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Pleosporales格孢菌目,Venturiaceae黑星菌科,Venturia黑星菌屬,rhois,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590530,Exosporella rhois-javanicae,漆樹矮小外孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,,Exosporella,rhois-javanicae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590531,Cytheropteron rhombea,菱角羽花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytheruridae尾花介科,Cytheropteron羽花介屬,rhombea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590532,Hedera rhombea formosana,臺灣常春藤;土鼓藤;臺灣菱葉常春藤,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Apiales繖形目,Araliaceae五加科,Hedera常春藤屬,rhombea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590533,Pleurosigma rhombeum,菱形斜紋藻,,Chromista原藻界,Bacillariophyta矽藻門,Bacillariophyceae矽藻綱,Naviculales舟形藻目,Naviculaceae舟形藻科,Pleurosigma斜紋藻屬,rhombeum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590534,Beltrania rhombica,錐頂帶紋菱孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,,Beltrania,rhombica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590535,Diospyros rhombifolia,菱葉柿,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Ericales杜鵑花目,Ebenaceae柿樹科,Diospyros柿樹屬,rhombifolia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590536,Grewia rhombifolia,菱葉捕魚木,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Malvales錦葵目,Malvaceae錦葵科,Grewia捕魚木屬,rhombifolia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590537,Neostylopyga rhombifolia,家屋斑蠊,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Blattodea蜚蠊目,Blattidae蜚蠊科,Neostylopyga斑蠊屬,rhombifolia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590538,Sida rhombifolia,金午時花,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Malvales錦葵目,Malvaceae錦葵科,Sida金午時花屬,rhombifolia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590539,Sida rhombifolia insularis,恆春金午時花,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Malvales錦葵目,Malvaceae錦葵科,Sida金午時花屬,rhombifolia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590540,Sida rhombifolia maderensis,單芒金午時花,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Malvales錦葵目,Malvaceae錦葵科,Sida金午時花屬,rhombifolia,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590541,Meganopteron rhombiformis,菱形大羽介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytheruridae尾花介科,Meganopteron大羽介屬,rhombiformis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590542,Trochocyathus (Trochocyathus) rhombocolumna,菱柱輪杯珊瑚,,Animalia動物界,Cnidaria刺胞動物門,Anthozoa珊瑚蟲綱,Scleractinia石珊瑚目,Caryophylliidae葵珊瑚科,Trochocyathus (Trochocyathus),rhombocolumna,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590543,Perinereis rhombodonta,菱齒圍沙蠶,,Animalia動物界,Annelida環節動物門,Polychaeta多毛綱,Nereidida沙蠶目,Nereididae沙蠶科,Perinereis圍沙蠶屬,rhombodonta,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590544,Hsiaolinia rhomboidalis,菱形小林介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Eucytheridae真花介科,Hsiaolinia小林介屬,rhomboidalis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590545,Leucosia rhomboidalis,斜方玉蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Leucosiidae玉蟹科,Leucosia玉蟹屬,rhomboidalis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590546,Nursia rhomboidalis,斜方玉蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Leucosiidae玉蟹科,Nursia五角蟹屬,rhomboidalis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590547,Seulocia rhomboidalis,斜方玉蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Leucosiidae玉蟹科,Seulocia,rhomboidalis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590548,Arachniodes rhomboidea,斜方複葉耳蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Dryopteridaceae鱗毛蕨科,Arachniodes複葉耳蕨屬,rhomboidea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590549,Microlepia rhomboidea,斜方鱗蓋蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Dennstaedtiaceae碗蕨科,Microlepia鱗蓋蕨屬,rhomboidea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590550,Sida rhomboidea,擬金午時花,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Malvales錦葵目,Malvaceae錦葵科,Sida金午時花屬,rhomboidea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590551,Hypatima rhomboidella,樺蠻麥蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Gelechiidae旋蛾科,Hypatima,rhomboidella,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590552,Hyptis rhomboides,頭花香苦草;白冇骨消,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Lamiales唇形目,Lamiaceae唇形科,Hyptis香苦草屬,rhomboides,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590553,Dactylella rhombospora,菱孢矮小指狀孢菌,,Fungi真菌界,Ascomycota子囊菌門,Orbiliomycetes圓盤菌綱,Orbiliales圓盤菌目,Orbiliaceae圓盤菌科,Dactylella,rhombospora,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590554,Synchalara rhombota,菱翅窄蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Xyloryctidae木蛾科,Synchalara,rhombota,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590555,Solecurtus rhombus,方形毛蟶,,Animalia動物界,Mollusca軟體動物門,Bivalvia雙殼綱,Veneroida簾蛤目,Solecurtidae毛蟶科,Solecurtus毛蟶屬,rhombus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590556,Thysanoteuthis rhombus,菱鰭魷;飛魷;菱鰭烏賊,,Animalia動物界,Mollusca軟體動物門,Cephalopoda頭足綱,Teuthida魷目,Thysanoteuthidae菱鰭魷科,Thysanoteuthis菱鰭魷屬,rhombus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590557,Rhaphoneis rhomoides,似菱形縫舟藻,,Chromista原藻界,Bacillariophyta矽藻門,Bacillariophyceae矽藻綱,Diatomales等片藻目,Diatomaceae等片藻科,Rhaphoneis縫舟藻屬,rhomoides,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590558,Dactylella rhopalota,柵欄矮小指狀孢菌,,Fungi真菌界,Ascomycota子囊菌門,Orbiliomycetes圓盤菌綱,Orbiliales圓盤菌目,Orbiliaceae圓盤菌科,Dactylella,rhopalota,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590559,Iso rhothophilus,刀浪花魚;澳洲浪花銀漢魚;沙丁魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Atheriniformes銀漢魚目,Notocheiridae背手銀漢魚科,Iso浪花魚屬,rhothophilus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590560,Simplicia rhyal,土貧裳蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Erebidae裳蛾科,Simplicia貧裳蛾屬,rhyal,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590561,Carex rhynchachaenium,初島氏宿柱薹;喙果薹草,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Poales禾本目,Cyperaceae莎草科,Carex薹屬,rhynchachaenium,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590562,Plagiomnium rhynchophorum,具緣走燈苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Bryales真苔目,Mniaceae提燈苔科,Plagiomnium走燈苔屬,rhynchophorum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590563,Etisus rhynchophorus,圓珠滑面蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Xanthidae扇蟹科,Etisus滑面蟹屬,rhynchophorus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590564,Phymatopteris rhynchophylla,岡本氏茀蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Polypodiaceae水龍骨科,Phymatopteris茀蕨屬,rhynchophylla,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590565,Selliguea rhynchophylla,岡本氏茀蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Polypodiaceae水龍骨科,Selliguea茀蕨屬,rhynchophylla,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590566,Uncaria rhynchophylla,嘴葉鉤藤;侯鉤藤,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Gentianales龍膽目,Rubiaceae茜草科,Uncaria鉤藤屬,rhynchophylla,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590567,Marasmius rhyssophyllus,皺摺小皮傘,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Agaricales傘菌目,Marasmiaceae小皮傘科,Marasmius小皮傘屬,rhyssophyllus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590568,Atrichum rhystophyllum,尖葉仙鶴苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Polytrichales土馬騣目,Polytrichaceae土馬騣科,Atrichum仙鶴苔屬,rhystophyllum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590569,Pterolophia riantennalis,大埔林_天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Pterolophia,riantennalis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590570,Cronartium ribicola,藨生柱_菌,,Fungi真菌界,Basidiomycota擔子菌門,Urediniomycetes_菌綱,Uredinales_菌目,Cronartiaceae,Cronartium柱_菌屬,ribicola,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590571,Botryosphaeria ribis,茶藨子葡萄座腔菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Dothideales座囊菌目,Botryosphaeriaceae葡萄座腔菌科,Botryosphaeria葡萄座腔菌屬,ribis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590572,Phellinus ribis,茶藨子木層孔菌,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Hymenochaetales刺革菌目,Hymenochaetaceae刺革菌科,Phellinus木層孔菌屬,ribis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590573,Tenuivirus Rice grassy stunt virus,草狀矮化病毒,,Viruses病毒,,,負鏈RNA病毒,,Tenuivirus纖細病毒屬,Rice grassy stunt virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590574,Oryzavirus Rice ragged stunt virus,水稻皺縮矮化病毒,,Viruses病毒,,,dsRNA雙鏈RNA病毒,Reoviridae呼腸孤病毒科,Oryzavirus水稻病毒屬,Rice ragged stunt virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590575,Tenuivirus Rice stripe virus,水稻縞葉病毒,,Viruses病毒,,,負鏈RNA病毒,,Tenuivirus纖細病毒屬,Rice stripe virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590576,Nucleorhabdovirus Rice transitory yellowing virus,水稻黃葉病毒,,Viruses病毒,,,負鏈RNA病毒,Rhabdoviridae桿狀病毒科,Nucleorhabdovirus核內水稻黃矮炮彈病毒屬,Rice transitory yellowing virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590577,Tenuivirus Rice wilted stunt virus,水稻萎凋矮化病毒,,Viruses病毒,,,負鏈RNA病毒,,Tenuivirus纖細病毒屬,Rice wilted stunt virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590578,Anthus richardi dauricus,大花鷚(東北亞種);田鷚;大花鷚,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Passeriformes雀形目,Motacillidae鶺鴒科,Anthus鷚屬,richardi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590579,Anthus richardi ussuriensis,大花鷚(烏蘇里亞種);田鷚;大花鷚,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Passeriformes雀形目,Motacillidae鶺鴒科,Anthus鷚屬,richardi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590580,Bathycalanus richardi,列氏深哲水蚤,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Calanoida哲水蚤目,Megacalanidae,Bathycalanus深哲水蚤屬,richardi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590581,Sphagemacrurus richardi,里氏短吻鼠尾鱈;里氏短吻長尾鱈;鱈魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Gadiformes鱈形目,Macrouridae鼠尾鱈科,Sphagemacrurus短吻鼠尾鱈屬,richardi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590582,Pomachromis richardsoni,李氏波光鰓雀鯛;李氏波光鰓魚;厚殼仔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Pomacentridae雀鯛科,Pomachromis波光鰓雀鯛屬,richardsoni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590583,Gymnothorax richardsonii,李氏裸胸鯙;異紋裸胸鱔;李查森氏裸胸鯙;錢鰻;薯鰻;虎鰻,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Anguilliformes鰻形目,Muraenidae鯙科,Gymnothorax裸胸鯙屬,richardsonii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590584,Parapagurus richeri,偉氏擬寄居蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Parapaguridae擬寄居蟹科,Parapagurus擬寄居蟹屬,richeri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590585,Drupa ricina albolabris,白齒岩螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Muricidae骨螺科,Drupa岩螺屬,ricina,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590586,Drupa ricina ricina,黃齒岩螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Muricidae骨螺科,Drupa岩螺屬,ricina,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590587,Cercospora ricinella,蓖麻尾孢菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Cercospora尾孢菌屬,ricinella,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590588,Diplodia ricinella,矮小蓖麻色二孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,,Diplodia,ricinella,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590589,Phomopsis ricinella,蓖麻擬莖點黴,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Diaporthales間座殼目,Valsaceae黑腐皮殼菌科,Phomopsis擬莖點黴屬,ricinella,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590590,Alternaria ricini,蓖麻鏈隔孢菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Pleosporales格孢菌目,Pleosporaceae格孢菌科,Alternaria鏈隔孢菌屬,ricini,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590591,Colletotrichum ricini,蓖麻炭疽刺盤孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,,Glomerellaceae小叢殼科,Colletotrichum炭疽刺盤孢菌屬,ricini,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590592,Melampsora ricini,蓖麻柵_菌,,Fungi真菌界,Basidiomycota擔子菌門,Urediniomycetes_菌綱,Uredinales_菌目,Melampsoraceae柵_菌科,Melampsora柵_菌屬,ricini,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590593,Ophiomyia ricini,蓖_潛葉蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Agromyzidae潛蠅科,Ophiomyia蛇潛葉蠅屬,ricini,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590594,Ixodes ricinus,篦子硬蜱,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Ixodida真蜱目,Ixodidae硬蜱科,Ixodes硬蜱屬,ricinus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590595,Phylloscopus ricketti,黑眉柳鶯,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Passeriformes雀形目,Phylloscopidae柳鶯科,Phylloscopus柳鶯屬,ricketti,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590596,Inonotus rickii,瑞克纖孔菌,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Hymenochaetales刺革菌目,Hymenochaetaceae刺革菌科,Inonotus纖孔菌屬,rickii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590597,Xylaria rickii,瑞克氏炭角菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Xylariales炭角菌目,Xylariaceae炭角菌科,Xylaria炭角菌屬,rickii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590598,Chroicocephalus ridibundus,紅嘴鷗,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Charadriiformes_形目,Laridae鷗科,Chroicocephalus棕頭鷗屬,ridibundus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590599,Satyrichthys rieffeli,瑞氏紅魴_;平面黃魴_;雞角;角仔魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Scorpaeniformes_形目,Peristediidae黃魴_科,Satyrichthys紅魴_屬,rieffeli,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590600,Phlebovirus Rift valley fever virus,里夫谷熱;裂谷熱;利佛特谷熱,,Viruses病毒,,,"+,-ssRNA ambisense RNA雙義RNA病毒",Bunyaviridae本揚病毒科,Phlebovirus白蛉熱病毒屬,Rift valley fever virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590601,Phlebovirus Rift Valley Fever Virus of Human,裂谷熱病毒,,Viruses病毒,,,"+,-ssRNA ambisense RNA雙義RNA病毒",Bunyaviridae本揚病毒科,Phlebovirus白蛉熱病毒屬,Rift Valley Fever Virus of Human,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590602,Ulva rigid,硬石蓴,,Plantae植物界,Chlorophyta綠藻植物門,Ulvophyceae石蓴綱,Ulvales石蓴目,Ulvaceae石蓴科,Ulva石蓴屬,rigid,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590603,Acampe rigida,蕉蘭,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asparagales天門冬目,Orchidaceae蘭科,Acampe脆蘭屬,rigida,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590604,Chiridota rigida,硬指參,,Animalia動物界,Echinodermata棘皮動物門,Holothuroidea海參綱,Apodida無足目,Chiridotidae指參科,Chiridota指參屬,rigida,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3590605,Circinella rigida,硬卷黴,,Fungi真菌界,Zygomycota接合菌門,Zygomycetes接合菌綱,Mucorales毛黴目,Mucoraceae毛黴科,Circinella卷黴屬,rigida,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
