ID,英文名稱,中文名稱,圖片,出處,備註,更新日期
21324009,Architecture design industry,建築設計產業,,,,
21324010,Digital content industry,數位內容產業,,,,
21324011,Creativity living industry,創意生活產業,,,,
21324012,Popular music and cultural content industry,流行音樂及文化內容產業,,,,
21324013,Cultural and creative enterprise,文化創意事業,,,,
21324014,Ministry of Culture,文化部,,,,
21324015,National Development Fund,國家發展基金,,,,
21324016,Cultural and creative assets,文化創意資產,,,,
21324017,Capital items,資本門,,,,
21324018,Reward,獎勵,,,,
21324019,Subsidy,補助,,,,
21324020,Formation of legal entity,法人化,,,,
21324021,Tax statement registration,稅籍登記,,,,
21324022,Business incubation,創業育成,,,,
21324023,Consumption habits relating to arts,藝文消費習慣,,,,
21324024,Voucher for artistic and cultural experiencing,藝文體驗券,,,,
21324025,Original product or service ,原創產品或服務,,,,
21324026,Creation,創作,,,,
21324027,Incubation,育成,,,,
21324028,Exhibition and performance,展演,,,,
21324029,Procurement,採購,,,,
21324030,Public selection ,公開評選,,,,
21324031,Government-owned public transportation systems,公有公共運輸系統,,,,
21324032,Station,場站,,,,
21324033,Credit guarantee institution,信用保證機構,,,,
21324034,Credit guarantee,信用保證,,,,
21324035,Self-owned brand,自有品牌,,,,
21324036,International brand image,國際品牌形象,,,,
21324037,International exhibition and performance,國際展演,,,,
21324038,Competition,競賽,,,,
21324039,Exposition,博覽會,,,,
21324040,Cultural arts festival,文化藝術節慶,,,,
21324041,Historical material,史料,,,,
21324042,Preserved cultural and historical relics,典藏文物,,,,
21324043,Video and audio material,影音資料,,,,
21324044,Government-owned cultural and creative assets,公有文化創意資產,,,,
21324045,Benefit preservation ,收益保留,,,,
21324046,Government-owned real estate not for public use,公有非公用不動產,,,,
21324047,Copyright authority,著作權專責機關,,,,
21324048,Cultural and creative product,文化創意產品,,,,
21324049,Unidentifiable copyright owner  ,著作財產權人不明,,,,
21324050,Unlocatable copyright owner,著作財產權人所在不明,,,,
21324051,Scope of permission,許可範圍,,,,
21324052,Remuneration / Compensation,報酬,,,,
21324053,Orphan works ,孤兒著作,,,,
21324054,Tax deduction and exemption,減免稅捐,,,,
21324055,Import duties,進口稅捐,,,,
21324056,Decision of authorization,授權許可,,,,
21324057,Financial Technology Development and Innovative Experimentation Act,金融科技發展與創新實驗條例,,,,
21324058,Innovative experimentation participant,創新實驗者,,,,
21324059,Inclusive financing,普惠金融,,,,
21324060,Technological innovation,科技創新,,,,
21324061,Innovation experimentation plan,創新實驗計畫,,,,
21324062,"Security on collecting, processing, using and transmitting information",資訊蒐集、處理、利用及傳輸安全,,,,
21324063,Financial technology patent,金融科技專利,,,,
21324064,Artificial intelligence / AI,人工智慧,,,,
21324065,Machine learning / ML,機器學習,,,,
21324066,Blockchain technology,區塊鏈技術,,,,
21324067,Distributed ledger technology / DLT,分散式帳本,,,,
21324068,Cloud computing,雲端運算,,,,
21324069,Big data,大數據,,,,
21324070,Digital banking,數位銀行,,,,
21324071,Insurance technology / InsurTech,保險科技,,,,
21324072,Regulatory technology / RegTech,法遵科技,,,,
21324073,Supervisory technology / SupTech,監理科技,,,,
21324074,Smart regulation,智慧監理,,,,
21324075,Financial regulatory sandbox,金融監理沙盒,,,,
21324076,Fintech activity,金融科技活動 ,,,,
21324077,Enabling technology,賦能技術,,,,
21324078,Open banking,開放銀行,,,,
21324079,Application programming interface / API,開放應用程式介面,,,,
21324080,Digital financial service,數位金融服務,,,,
21324081,Internet-only bank / Online-only bank / Digital-only bank / Virtual bank,純網路銀行(純網銀),,,,
21324082,The Plant Variety and Plant Seed Act,植物品種及種苗法,,,,
21324083,International Convention for the Proctection of New Varieties of Plants,新品種保護國際公約,,,,
21324084,Plant variety,植物品種,,,,
21324085,Single botanical taxon of the lowest known rank,最低植物分類群,,,,
21324086,Plant grouping ,植物群體,,,,
21324087,Characteristic,性狀,,,,
21324088,Genotype,基因型,,,,
21324089,Plant seed,種苗,,,,
21324090,Breeder,育種者,,,,
21324091,Transgenic technology,基因轉殖,,,,
21324092,Transgenic plant,基因轉殖植物,,,,
21324093,Right to apply for plant variety protection,品種申請權,,,,
21324094,Novelty,新穎性,,,,
21324095,Distinctness,可區別性,,,,
21324096,Uniformity,一致性,,,,
21324097,Stability,穩定性,,,,
21324098,Denomination of new varieties of plants,適當品種名稱,,,,
21324099,Right of plant variety protection /  Breeder's right ,品種權,,,,
21324100,Initial variety,起始品種,,,,
21324101,Essentially derived variety,實質衍生品種,,,,
21324102,Dependent variety,從屬品種,,,,
21324103,Propagation,繁殖,,,,
21324104,Propagating material ,繁殖材料,,,,
21324105,Harvested material ,收穫物,,,,
21324106,Conditioning ,調製,,,,
21324107,Farmers' exemption ,農民免責/留種自用,,,,
21324108,Breeders' exemption,育種家免責,,,,
21324109,Designated method of propagation,指定之繁殖方法,,,,
21324110,Particular cycle of propagation,特定繁殖週期,,,,
21324111,Botanical taxon of the plant variety,品種種類,,,,
21324112,Source of the plant variety,品種來源,,,,
21324113,Characteristic of the plant variety,品種特性,,,,
21324114,Test report on the cultivation of the plant variety,栽培試驗報告,,,,
21324115,Application for plant variety right,品種權申請案,,,,
21324116,Publication of application for plant variety right,品種權申請案公開,,,,
21324117,Publication of a plant variety right,品種權申請案核准公告,,,,
21324118,Committee for plant variety evaluation,品種審議委員會,,,,
