ID,英文名稱,中文名稱,圖片,界,門,綱,目,科,屬,種,資料來源,更新日期
3579983,Perissocytheridea lohanna,羅漢奇花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytherideidae荊花介科,Perissocytheridea奇花介屬,lohanna,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579984,Cyathea loheri,南洋桫欏,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Cyatheales桫欏目,Cyatheaceae桫欏科,Cyathea桫欏屬,loheri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579985,Orthomnion loheri,隱緣立燈苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Bryales真苔目,Mniaceae提燈苔科,Orthomnion立燈苔屬,loheri,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579986,Spindasis lohita formosana,虎灰蝶;牽牛灰蝶;銀線灰蝶;臺灣雙尾燕蝶;臺灣雙尾小灰蝶;斑馬灰蝶;紫澤銀絲灰蝶,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Lycaenidae灰蝶科,Spindasis虎灰蝶屬,lohita,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579987,Aedes (Finlaya) loi,羅氏斑蚊,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Culicidae蚊科,Aedes (Finlaya),loi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579988,Amiserica loi,羅氏矮絨毛金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Amiserica矮絨毛金龜屬,loi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579989,Anomala loi,羅氏條金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Anomala銅金龜屬,loi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579990,Apogonia loi,羅氏甘蔗金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Apogonia甘蔗金龜屬,loi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579991,Stethorus loi,羅氏食滿瓢蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Coccinellidae瓢蟲科,Stethorus食滿瓢蟲屬,loi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579992,Bryaninops loki,羅氏珊瑚_虎;寬鰓珊瑚_虎魚;寬鰓珊瑚_虎,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Gobiidae_虎科,Bryaninops珊瑚_虎屬,loki,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579993,Puccinia lolii,冠狀柄_菌,,Fungi真菌界,Basidiomycota擔子菌門,Pucciniomycetes柄_菌綱,Pucciniales柄_菌目,Pucciniaceae柄_菌科,Puccinia柄_菌屬,lolii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579994,Scytosiphon lomentaria,單管藻,,Chromista原藻界,Ochrophyta褐藻門,Phaeophyceae褐藻綱,Ectocarpales外子藻目,Scytosiphonaceae萱藻科,Scytosiphon萱藻屬,lomentaria,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579995,Calymperes lonchophyllum,花葉苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Pottiales叢苔目,Calymperaceae花葉苔科,Calymperes花葉苔屬,lonchophyllum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579996,Oxyurichthys lonchotus,矛狀溝_虎;矛狀溝_虎魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Gobiidae_虎科,Oxyurichthys溝_虎屬,lonchotus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579997,Icosta (Ornithopouns) lonchurae,文鳥蝨蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Hippoboscidae蝨蠅科,Icosta (Ornithopouns),lonchurae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579998,Bambusaspis longa,長竹鍊介殼蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Asterolecaniidae鏈介殼蟲科,Bambusaspis,longa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3579999,Curcuma longa,薑黃,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Zingiberales薑目,Zingiberaceae薑科,Curcuma薑黃屬,longa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580000,Iwogumoa longa,長亞隙蛛,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Araneae蜘蛛目,Agelenidae草蛛科,Iwogumoa亞隙蛛屬,longa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580001,Medetera longa,長尾長足虻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Dolichopodidae長足虻科,Medetera畸長足虻屬,longa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580002,Navicula longa,長舟形藻,,Chromista原藻界,Bacillariophyta矽藻門,Bacillariophyceae矽藻綱,Naviculales舟形藻目,Naviculaceae舟形藻科,Navicula舟形藻屬,longa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580003,Neocytheromorpha longa,長伸新花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Leptocytheridae細花介科,Neocytheromorpha新花介屬,longa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580004,Sinocytheridea longa,長伸震旦花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytherideidae荊花介科,Sinocytheridea震旦花介屬,longa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580005,Stemonaria longa,假長髮絲黏菌,,Protozoa原生生物界,Myxomycota黏菌門,Myxomycetes黏菌綱,Stemonitales髮網黏菌目,Stemonitidaceae髮網黏菌科,Stemonaria髮絲黏菌屬,longa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580006,Trochochlamys longa,長黍蝸牛,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Stylommatophora柄眼目,Helicarionidae_甲蝸牛科,Trochochlamys笠黍蝸屬,longa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580007,Tropidoneis longa,長龍骨藻,,Chromista原藻界,Bacillariophyta矽藻門,Bacillariophyceae矽藻綱,Naviculales舟形藻目,Naviculaceae舟形藻科,Tropidoneis龍骨藻屬,longa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580008,Xarifia longa,長足珊虱,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Poecilostomatoida杯口水蚤目,Xarifiidae珊虱科,Xarifia珊虱屬,longa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580009,Dimocarpus longan,龍眼;桂圓,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Sapindales無患子目,Sapindaceae無患子科,Dimocarpus龍眼屬,longan,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580010,Cosella longana,龍眼合位節蜱,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Trombidiformes絨_目,Eriophyidae節蜱科,Cosella合位節蜱屬,longana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580011,Euphoria longana,龍眼,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Sapindales無患子目,Sapindaceae無患子科,Euphoria龍眼屬,longana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580012,Herpetacarus longdongensis,龍洞爬蟲恙_屬,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Trombidiformes絨_目,Trombiculidae恙_科,Herpetacarus爬蟲恙_屬,longdongensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580013,Hirtodrosophila longecrinita,長鼻果蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Drosophilidae果蠅科,Hirtodrosophila毛果蠅屬,longecrinita,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580014,Akebia longeracemosa,長序木通;臺灣木通,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Ranunculales毛茛目,Lardizabalaceae木通科,Akebia木通屬,longeracemosa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580015,Strobilanthes longespicatus,長穗馬藍,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Lamiales唇形目,Acanthaceae爵床科,Strobilanthes馬藍屬,longespicatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580016,Saprosites longethorax,長胸筒蜉金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Saprosites筒蜉金龜屬,longethorax,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580017,Aenictus longi taivanae,臺灣迷蟻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Formicidae蟻科,Aenictus迷蟻屬,longi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580018,Acalypha longi-acuminata,尖尾鐵莧,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Malpighiales黃褥花目,Euphorbiaceae大戟科,Acalypha鐵莧屬,longi-acuminata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580019,Indocalamus longiauritus semifalcatus,羊耳箬竹,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Poales禾本目,Poaceae禾本科,Indocalamus箬竹屬,longiauritus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580020,Ventrifossa longibarbata,長鬚凹腹鱈;鱈魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Gadiformes鱈形目,Macrouridae鼠尾鱈科,Ventrifossa凹腹鱈屬,longibarbata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580021,Platanthera longicalcarata,長距粉蝶蘭,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asparagales天門冬目,Orchidaceae蘭科,Platanthera粉蝶蘭屬,longicalcarata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580022,Drapetis longicalcaris,長距舞虻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Empididae舞虻科,Drapetis飛羚舞虻屬,longicalcaris,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580023,Dianthus longicalyx,長萼瞿麥,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Caryophyllales石竹目,Caryophyllaceae石竹科,Dianthus石竹屬,longicalyx,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580024,Astilbe longicarpa,落新婦,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Saxifragales虎耳草目,Saxifragaceae虎耳草科,Astilbe落新婦屬,longicarpa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580025,Vibilia longicarpus,長腕片戎,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Amphipoda端足目,Vibiliidae片戎科,Vibilia片戎屬,longicarpus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580026,Mansa longicauda,長尾曼姬蜂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Ichneumonidae姬蜂科,Mansa曼姬蜂屬,longicauda,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580027,Phacus longicauda,長尾扁裸藻,,Protozoa原生生物界,Euglenozoa眼蟲門,Euglenida眼蟲綱,Euglenales眼蟲目,Euglenaceae裸藻科,Phacus扁裸藻屬,longicauda,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580028,Phacus longicauda insecta,長尾扁裸藻蟲形變種,,Protozoa原生生物界,Euglenozoa眼蟲門,Euglenida眼蟲綱,Euglenales眼蟲目,Euglenaceae裸藻科,Phacus扁裸藻屬,longicauda,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580029,Stylocheilus longicauda,長尾柱唇海兔,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Anaspidea無盾目,Aplysiidae海鹿科,Stylocheilus柱唇海兔屬,longicauda,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580030,Ctenolepisma longicaudata,灰衣魚,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Thysanura纓尾目,Lepismatidae衣魚科,Ctenolepisma,longicaudata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580031,Eutropis longicaudata,長尾真稜蜥;長尾南蜥,,Animalia動物界,Chordata脊索動物門,Reptilia爬蟲綱,Squamata有鱗目,Scincidae石龍子科,Eutropis真稜蜥屬,longicaudata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580032,Mabuya longicaudata,長尾南蜥,,Animalia動物界,Chordata脊索動物門,Reptilia爬蟲綱,Squamata有鱗目,Scincidae石龍子科,Mabuya長尾蜥屬,longicaudata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580033,Paraclione longicaudata,擬海若螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,,Clionidae海若螺科,Paraclione,longicaudata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580034,Podospora longicaudata,長尾柄孢殼菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Sordariales糞殼菌目,Lasiosphaeriaceae毛球殼科,Podospora柄孢殼菌屬,longicaudata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580035,Terschellingia longicaudata,長尾微口線蟲,,Animalia動物界,Nematoda圓形動物門,Chromadorea色矛綱,Monhysterida單宮目,Linhomoeidae線型線蟲科,Terschellingia微口線蟲屬,longicaudata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580036,Augaptilus longicaudatus,長尾亮羽水蚤,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Calanoida哲水蚤目,Augaptilidae亮羽水蚤科,Augaptilus亮羽水蚤屬,longicaudatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580037,Farranula longicaudis,長尾法氏大眼水蚤,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Cyclopoida劍水蚤目,Corycaeidae大眼水蚤科,Farranula法氏大眼水蚤屬,longicaudis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580038,Scaridium longicaudum,長刺鱗冠輪蟲,,Animalia動物界,Rotifera輪蟲動物門,Monogononta單卵巢綱,Ploima游泳目,Notommatidae椎輪科,Scaridium,longicaudum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580039,Fusinus longicaudus,枋準長旋螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Fasciolariidae旋螺科,Fusinus,longicaudus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580040,Stercorarius longicaudus pallescens,長尾賊鷗,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Charadriiformes_形目,Stercorariidae賊鷗科,Stercorarius賊鷗屬,longicaudus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580041,Brevilegnia longicaulis,長柄解水黴,,Chromista原藻界,Oomycota卵菌門,Oomycetes卵菌綱,Saprolegniales水黴目,Saprolegniaceae水黴科,Brevilegnia,longicaulis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580042,Clovia longicephala,長鏟頭沫蟬,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Aphrophoridae尖胸沫蟬科,Clovia鏟頭沫蟬屬,longicephala,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580043,Apristurus longicephalus,長頭篦鯊;長頭光尾鯊;沙魚;長頭篦鮫,,Animalia動物界,Chordata脊索動物門,Chondrichthyes軟骨魚綱,Carcharhiniformes真鯊目,Scyliorhinidae貓鯊科,Apristurus篦鯊屬,longicephalus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580044,Alepocephalus longiceps,長鰭黑頭魚;長鰭平頭魚;黑頭魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Argentiniformes水珍魚目,Alepocephalidae黑頭魚科,Alepocephalus黑頭魚屬,longiceps,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580045,Cardiastethus longiceps,長頭鐮花_,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Anthocoridae花_科,Cardiastethus鐮花_屬,longiceps,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580046,Hipposcarus longiceps,長頭馬鸚哥魚;長頭馬鸚嘴魚;鸚哥,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Scaridae鸚哥魚科,Hipposcarus馬鸚哥魚屬,longiceps,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580047,Hymenocephalus longiceps,長頭膜首鱈;鱈魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Gadiformes鱈形目,Macrouridae鼠尾鱈科,Hymenocephalus膜首鱈屬,longiceps,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580048,Subeucalanus longiceps,長頭次真哲水蚤,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Calanoida哲水蚤目,Eucalanidae真哲水蚤科,Subeucalanus次真哲水蚤屬,longiceps,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580049,Fleischerobryum longicolle,長柄苔;佛氏苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Bryales真苔目,Bartramiaceae珠苔科,Fleischerobryum長柄苔屬,longicolle,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580050,Odoiporus longicollis,香蕉假莖象鼻蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Dryophthoridae椰象鼻蟲科,Odoiporus,longicollis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580051,Pohlia longicollis,擬長蒴絲瓜苔;高山真苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Bryales真苔目,Bryaceae真苔科,Pohlia絲瓜苔屬,longicollis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580052,Pyrestes longicollis,細樟紅天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Pyrestes角焰天牛屬,longicollis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580053,Ripidius longicollis,長胸噬蟑大花蚤;長胸大花蚤,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Ripiphoridae大花蚤科,Ripidius噬蟑大花蚤屬,longicollis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580054,Stenodema longicollis,紅褐狹盲椿,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Miridae盲_科,Stenodema狹盲椿屬,longicollis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580055,Thaumatomyia longicollis,長頸稈蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Chloropidae稈蠅科,Thaumatomyia,longicollis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580056,Trematodon longicollis,長蒴苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Dicranales曲尾苔目,Dicranaceae曲尾苔科,Trematodon長蒴苔屬,longicollis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580057,Tremex longicollis,扁足樹蜂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Siricidae樹蜂科,Tremex扁足樹蜂屬,longicollis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580058,Ceresium longicorne,長角姬天牛;長鬚姬天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Ceresium,longicorne,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580059,Stromatium longicorne,家天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Stromatium,longicorne,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580060,Acrocalanus longicornis,長角隆哲水蚤,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Calanoida哲水蚤目,Paracalanidae擬哲水蚤科,Acrocalanus隆哲水蚤屬,longicornis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580061,Centropages longicornis,長角胸刺水蚤,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Calanoida哲水蚤目,Centropagidae胸刺水蚤科,Centropages胸刺水蚤屬,longicornis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580062,Charagochilus longicornis,長角紋唇盲_,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Miridae盲_科,Charagochilus唇盲_屬,longicornis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580063,Euchaeta longicornis,長角真刺水蚤,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Calanoida哲水蚤目,Euchaetidae真刺水蚤科,Euchaeta真刺水蚤屬,longicornis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580064,Habronychus (Monohabronychus) longicornis,長角單爪菊虎,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cantharidae菊虎科,Habronychus (Monohabronychus)長角菊虎屬,longicornis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580065,Haemaphysalis longicornis,長角血蜱,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Ixodida真蜱目,Ixodidae硬蜱科,Haemaphysalis血蜱屬,longicornis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580066,Haloptilus longicornis,長角海羽水蚤,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Calanoida哲水蚤目,Augaptilidae亮羽水蚤科,Haloptilus海羽水蚤屬,longicornis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580067,Heterostylites longicornis,長角異柱水蚤,,Animalia動物界,Arthropoda節肢動物門,Maxillopoda顎足綱,Calanoida哲水蚤目,Heterorhabdidae異肢水蚤科,Heterostylites異柱水蚤屬,longicornis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580068,Lasiopelta longicornis,長角毛盾蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Muscidae家蠅科,Lasiopelta毛盾蠅屬,longicornis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580069,Megaphthalma longicornis,長角擬花蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Scathophagidae擬花蠅科,Megaphthalma大擬花蠅屬,longicornis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3580070,Megistostylus longicornis,長角長足虻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Dolichopodidae長足虻科,Megistostylus大長足虻屬,longicornis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
