ID,英文名稱,中文名稱,圖片,領域,祖籍,更新日期
6961596,"Aavik, Juhan",阿維克,,音樂,,2020-03-16
6961597,"Abaco, Evaristo Felice dall'",阿巴科,,音樂,,2020-03-16
6961598,"Abba-Cornaglia, Pietro",阿巴－寇納利亞,,音樂,,2020-03-16
6961599,"Abbado, Claudio","阿巴多,克勞迪歐",,音樂,,2020-03-16
6961600,"Abbado, Marcello","阿巴多,馬切羅",,音樂,,2020-03-16
6961601,"Abbatini, Antonio Maria",阿巴悌尼,,音樂,,2020-03-16
6961602,"Abbe, Ernst Karl",阿貝,,物理,,2020-03-16
6961603,"Abbott, Emma",艾伯特,,音樂,,2020-03-16
6961604,"Abeille, Johann Christian Ludwig",阿拜勒,,音樂,,2020-03-16
6961605,"Abel, Niels Henrik","阿貝爾,尼爾斯",,物理,,2020-03-16
6961606,"Abel, Carl Friedrich","阿貝爾,卡爾",,音樂,,2020-03-16
6961607,"Abel, Leopold August","阿貝爾,里歐波德",,音樂,,2020-03-16
6961608,"Abels, Michael",艾伯斯,,音樂,,2020-03-16
6961609,"Abercrombie, Alexander",艾伯克隆比,,音樂,,2020-03-16
6961610,"Abert, Hermann",阿貝特,,音樂,,2020-03-16
6961611,"Abondante, Giulio",阿邦丹特,,音樂,,2020-03-16
6961612,"Abos, Girolamo",阿伯斯,,音樂,,2020-03-16
6961613,"Aboulker, Isabelle",阿布克,,音樂,,2020-03-16
6961614,"Abrahamsen, Hans",阿布拉韓森,,音樂,,2020-03-16
6961615,"Abram, Jacques",艾布蘭,,音樂,,2020-03-16
6961616,"Abramovitz, David    ",艾布拉莫維茨,,音樂,,2020-03-16
6961617,"Abramsky, Alexander",阿布拉姆斯基,,音樂,,2020-03-16
6961618,"Abras, Juan Manuel",阿布拉斯,,音樂,,2020-03-16
6961619,"Abravanel, Maurice",艾布拉瓦內,,音樂,,2020-03-16
6961620,"Abt, Franz",阿普特,,音樂,,2020-03-16
6961621,"Abyngdon, Henry",阿賓登,,音樂,,2020-03-16
6961622,"Accardo, Salvatore",阿卡多,,音樂,,2020-03-16
6961623,"Achterkamp, Jan",阿許特坎普,,音樂,,2020-03-16
6961624,"Achucarro, Joaquín",阿楚卡若,,音樂,,2020-03-16
6961625,"Ackermann, Otto",阿克門,,音樂,,2020-03-16
6961626,"Ackte, Aino",阿克特,,音樂,,2020-03-16
6961627,"Ada, Selman","艾德,瑟爾門",,音樂,,2020-03-16
6961628,"Adamberger, Valentin",阿當貝爾格,,音樂,,2020-03-16
6961629,"Adamis, Michael George",阿達米斯,,音樂,,2020-03-16
6961630,"Adamovich, Mikhail    ",阿達莫維奇,,音樂,,2020-03-16
6961631,"Adams, John","阿當斯,約翰",,音樂,,2020-03-16
6961632,"Adams, John Luther","阿當斯,約翰‧路德",,音樂,,2020-03-16
6961633,"Adams, Leslie","阿當斯,雷斯里",,音樂,,2020-03-16
6961634,"Adams, Thomas","阿當斯,湯瑪斯",,音樂,,2020-03-16
6961635,"Adan, Marie Claire","阿當,瑪莉",,音樂,,2020-03-16
6961636,"Addinsell, Richard",阿丁瑟,,音樂,,2020-03-16
6961637,"Addison, John",阿迪森,,音樂,,2020-03-16
6961638,"Adeney, Richard",阿登尼,,音樂,,2020-03-16
6961639,"Adler, Guido","阿德勒,桂多",,音樂,,2020-03-16
6961640,"Adler, Kurt","阿德勒,庫特",,音樂,,2020-03-16
6961641,"Adler, Kurt Herbert","阿德勒,庫特·赫伯特",,音樂,,2020-03-16
6961642,"Adler, Larry","阿德勒,拉瑞",,音樂,,2020-03-16
6961643,"Adler, Peter Herman","阿德勒,彼得",,音樂,,2020-03-16
6961644,"Adler, Samuel","阿德勒,薩繆爾",,音樂,,2020-03-16
6961645,"Adni, Daniel",阿德尼,,音樂,,2020-03-16
6961646,"Adorno, Theodor Wiesengrund",阿多諾,,音樂,,2020-03-16
6961647,"Adson, John",艾德森,,音樂,,2020-03-16
6961648,"Agnew, Roy",艾格紐,,音樂,,2020-03-16
6961649,"Agricola, Alexander",阿格利科勒,,音樂,,2020-03-16
6961650,"Aharonov, Yakir (Hebrew: יקיר אהרונוב‎)",阿哈羅諾夫,,物理,,2020-03-16
6961651,"Ahle, Johann Rudolf",阿里,,音樂,,2020-03-16
6961652,"Ahna, Pauline de",阿納,,音樂,,2020-03-16
6961653,"Aho, Kalevi",阿侯,,音樂,,2020-03-16
6961654,"Ahrendt, Karl",阿忍特,,音樂,,2020-03-16
6961655,"Aiblinger, Johann Kaspar",艾布林格,,音樂,,2020-03-16
6961656,"Aichinger, Gregor",艾興格,,音樂,,2020-03-16
6961657,"Airy,  George Biddell",艾瑞,,物理,,2020-03-16
6961658,"Aitken, Robert    ",艾特肯,,音樂,,2020-03-16
6961659,"Akhron, Joseph",阿克隆,,音樂,,2020-03-16
6961660,"Akpabot, Samuel Ekpe",阿克帕伯特,,音樂,,2020-03-16
6961661,"Aktug, Mehmet",阿克圖格,,音樂,,2020-03-16
6961662,"Alagna, Roberto",阿拉尼亞,,音樂,,2020-03-16
6961663,"Alain, Jehan","阿朗,耶韓",,音樂,,2020-03-16
6961664,"Alain, Marie-Claire","阿朗,瑪莉-克萊爾",,音樂,,2020-03-16
6961665,"Alaleona, Domenico",阿拉雷歐納,,音樂,,2020-03-16
6961666,"Alan, Hervey",阿倫,,音樂,,2020-03-16
6961667,"Alanko, Petri    ",阿藍寇,,音樂,,2020-03-16
6961668,"Alard, Delphin",阿拉爾,,音樂,,2020-03-16
6961669,"Alba, Alonso de",阿爾巴,,音樂,,2020-03-16
6961670,"Albanese, Francesco    ","阿爾巴內塞,法蘭切斯科",,音樂,,2020-03-16
6961671,"Albanese, Lucia","阿爾巴內塞,路琪雅",,音樂,,2020-03-16
6961672,"Albanesi, Carlo",阿爾巴內西,,音樂,,2020-03-16
6961673,"Albani, Emma",阿爾巴尼,,音樂,,2020-03-16
6961674,"Albéniz, Isaac",阿爾魏尼斯,,音樂,,2020-03-16
6961675,"Albert, Heinrich","阿伯特,海因利希",,音樂,,2020-03-16
6961676,"Albert, Karel","阿伯特,卡爾",,音樂,,2020-03-16
6961677,"Albert, Prince",阿伯特親王,,音樂,,2020-03-16
6961678,"Albert, Stephen","阿伯特,司蒂文",,音樂,,2020-03-16
6961679,"Albright, William",歐布萊特,,音樂,,2020-03-16
6961680,"Alcock, Walter",阿爾寇克,,音樂,,2020-03-16
6961681,"Alda, Frances","阿爾德,法蘭西斯",,音樂,,2020-03-16
6961682,"Alderighi, Dante",歐德利基,,音樂,,2020-03-16
6961683,"Aldrich, Richard",歐德利奇,,音樂,,2020-03-16
6961684,"Aldridge, Robert Livingston",歐德利吉,,音樂,,2020-03-16
6961685,"Aler, John    ",阿勒,,音樂,,2020-03-16
6961686,"Alexander, Joe L.","亞歷山大,周",,音樂,,2020-03-16
6961687,"Alexander, Russell","亞歷山大,羅素",,音樂,,2020-03-16
6961688,"Allam, Walter Edward",阿蘭姆,,音樂,,2020-03-16
6961689,"Allan, Richard van",阿倫,,音樂,,2020-03-16
6961690,"Alldis, John",歐迪斯,,音樂,,2020-03-16
6961691,"Allen, Hugh","阿倫,休",,音樂,,2020-03-16
6961692,"Allen, Thomas","阿倫,湯瑪斯",,音樂,,2020-03-16
6961693,"Allin, Norman",阿林,,音樂,,2020-03-16
6961694,"Almeida, Antonio de","阿爾梅德,安東尼歐",,音樂,,2020-03-16
6961695,"Anievas, Augustin",阿尼瓦司,,音樂,,2020-03-16
6961696,"Althouse, Paul",歐特豪斯,,音樂,,2020-03-16
6961697,"d'Alvarez, Marguerite","逹瓦瑞茲,瑪格麗特",,音樂,,2020-03-16
6961698,"Alwyn, William",阿爾文,,音樂,,2020-03-16
6961699,"Ambrose, Saint",安柏若茲,,音樂,,2020-03-16
6961700,"Amon, Blasius",阿蒙,,音樂,,2020-03-16
6961701,"Amram, David",阿姆瑞姆,,音樂,,2020-03-16
6961702,"Amrod, Paul",阿姆羅德,,音樂,,2020-03-16
6961703,"Anderson, Carl David","安德森,卡爾",,物理,,2020-03-16
6961704,"Anderson, George Frederick","安德森,喬治",,音樂,,2020-03-16
6961705,"Anderson, Leroy","安德森,勒若伊",,音樂,,2020-03-16
6961706,"Anderson, Lucy","安德森,露西",,音樂,,2020-03-16
6961707,"Anderson, Marian","安德森,瑪利安",,音樂,,2020-03-16
6961708,"Anderson, Ronald Kinloch","安德森,拉諾德",,音樂,,2020-03-16
6961709,"Andrews, Herbert","安德魯斯,赫伯特",,音樂,,2020-03-16
6961710,"Andrews, Hilda","安德魯斯,希爾德",,音樂,,2020-03-16
6961711,"Angerer, Paul",安格勒,,音樂,,2020-03-16
6961712,"Anhalt, István",安赫特,,音樂,,2020-03-16
6961713,"Anievas, Agustin",安尼瓦司,,音樂,,2020-03-16
6961714,"Ansell, John",安瑟爾,,音樂,,2020-03-16
6961715,"Anson, Hugo",安森,,音樂,,2020-03-16
6961716,"Antheil, George",安賽爾,,音樂,,2020-03-16
6961717,"Anthony, Trevor",安森尼,,音樂,,2020-03-16
6961718,"Antill, John",安提爾,,音樂,,2020-03-16
6961719,"Aplvor, Denis",阿普弗爾,,音樂,,2020-03-16
6961720,"Archer, Frederick",阿徹,,音樂,,2020-03-16
6961721,"Argent, Mark",阿真特,,音樂,,2020-03-16
6961722,"Arkwright, Godfrey",阿克萊特,,音樂,,2020-03-16
6961723,"Armstrong, Thomas",阿姆斯壯,,音樂,,2020-03-16
6961724,"Arne, Michael","阿恩,麥可",,音樂,,2020-03-16
6961725,"Arne, Thomas Augustine","阿恩,湯瑪斯",,音樂,,2020-03-16
6961726,"Arnell, Richard",阿尼爾,,音樂,,2020-03-16
6961727,"Arnold, Malcolm",阿諾德,,音樂,,2020-03-16
6961728,"Arroyo, Martina",阿若友,,音樂,,2020-03-16
6961729,"Arundell, Dennis",阿倫德爾,,音樂,,2020-03-16
6961730,"Ashton, Algernon",阿史頓,,音樂,,2020-03-16
6961731,"Aston, Peter",阿斯頓,,音樂,,2020-03-16
6961732,"Atherton, David",阿瑟頓,,音樂,,2020-03-16
6961733,"Atkins, Ivor",阿特金斯,,音樂,,2020-03-16
6961734,"Atwood, George",阿特伍德,,物理,,2020-03-16
6961735,"Augér, Arleen    ",歐格,,音樂,,2020-03-16
6961736,"Augustus, Janice G.",歐葛斯特斯,,音樂,,2020-03-16
6961737,Aurivillius,奧里維里斯,,物理,,2020-03-16
6961738,"Austin, Frederic","歐斯丁,福瑞德里克",,音樂,,2020-03-16
6961739,"Austin, Richard","歐斯丁,理查",,音樂,,2020-03-16
6961740,"Austin, Sumner","歐斯丁,薩姆納",,音樂,,2020-03-16
6961741,"Austral, Florence",歐斯楚爾,,音樂,,2020-03-16
6961742,"Avalon, Robert",阿弗隆,,音樂,,2020-03-16
6961743,"Aveling, Valda",艾弗林,,音樂,,2020-03-16
6961744,"Avery, Oswald Theodore",艾佛瑞,,生命科學,,2020-03-16
6961745,"Avison, Charles",艾維森,,音樂,,2020-03-16
6961746,"Avraham, Gerald",阿弗拉姆,,音樂,,2020-03-16
6961747,"Avshalomov, Jacob",阿弗沙洛莫夫,,音樂,,2020-03-16
6961748,"Babbitt, Milton",巴比特,,音樂,,2020-03-16
6961749,"Babell, William",巴貝爾,,音樂,,2020-03-16
6961750,"Babin, Victor",巴賓,,音樂,,2020-03-16
6961751,"Bach, Jan","巴赫,詹",,音樂,,2020-03-16
6961752,"Bache, Walter",貝曲,,音樂,,2020-03-16
6961753,"Bacon, Ernst",貝肯,,音樂,,2020-03-16
6961754,"Baer, Morris",貝爾,,音樂,,2020-03-16
6961755,"Bahr-Mildenburg[Mildenburgvon Bellschau], Anna",巴爾－米爾登伯格,,音樂,,2020-03-16
6961756,"Bailey, Lilian","貝利,莉莉安",,音樂,,2020-03-16
6961757,"Bailey, Norman","貝利,諾門",,音樂,,2020-03-16
6961758,"Baillie, Isobel","貝利,伊瑟貝爾",,音樂,,2020-03-16
6961759,"Baily, Francis",貝里,,物理,,2020-03-16
6961760,"Bainbridge, Simon",貝恩布理吉,,音樂,,2020-03-16
6961761,"Baines, Anthony Cuthbert","貝恩斯,安森尼",,音樂,,2020-03-16
6961762,"Baines, William","貝恩斯,威廉",,音樂,,2020-03-16
6961763,"Bainton, Edgar Leslie",貝恩頓,,音樂,,2020-03-16
6961764,"Bairstow, Edward",貝爾斯多,,音樂,,2020-03-16
6961765,"Bakaleinikov, Vladimir",巴卡列尼科夫,,音樂,,2020-03-16
6961766,"Baker, Janet","貝克,珍妮特",,音樂,,2020-03-16
6961767,"Baker, Julius","貝克,朱里爾斯",,音樂,,2020-03-16
6961768,"Baker, Theodore","貝克,希爾多",,音樂,,2020-03-16
6961769,"Baksa, Robert",巴克薩,,音樂,,2020-03-16
6961770,"Baldwin, Dalton",波德溫,,音樂,,2020-03-16
6961771,"Balfe, Michael William",巴爾夫,,音樂,,2020-03-16
6961772,"Balkwill, Bryan",波克威爾,,音樂,,2020-03-16
6961773,"Ball, Derek","波爾,德瑞克",,音樂,,2020-03-16
6961774,"Ball, Eric","波爾,艾瑞克",,音樂,,2020-03-16
6961775,"Ball, Ernest R.","波爾,恩尼斯特",,音樂,,2020-03-16
6961776,"Ball, Michael","波爾,麥可",,音樂,,2020-03-16
6961777,"Bamberger, Carl",巴姆柏格,,音樂,,2020-03-16
6961778,"Bampton, Rose",巴姆頓,,音樂,,2020-03-16
6961779,"Banjamin, George",班哲民,,音樂,,2020-03-16
6961780,"Banks, Tom","班克斯,湯姆",,物理,,2020-03-16
6961781,"Banks, Don","班克斯,丹",,音樂,,2020-03-16
6961782,"Bantock, Granville",班特克,,音樂,,2020-03-16
6961783,"Barber, Chris","巴伯,克里斯",,音樂,,2020-03-16
6961784,"Barber, Samuel","巴伯,薩繆爾",,音樂,,2020-03-16
6961785,"Barbirolli, Evelyn","巴比羅里,艾芙琳",,音樂,,2020-03-16
6961786,"Barbirolli, John","巴比羅里,約翰",,音樂,,2020-03-16
6961787,"Bardeen, John",巴丁,,物理,,2020-03-16
6961788,"Bardwell, William",巴德威爾,,音樂,,2020-03-16
6961789,"Bargmann, Valentine",巴格曼,,物理,,2020-03-16
6961790,"Barkas, H. Walter",巴可斯,,物理,,2020-03-16
6961791,"Barker, John","巴克,約翰",,音樂,,2020-03-16
6961792,"Barker, Warren","巴克,瓦倫",,音樂,,2020-03-16
6961793,"Barkhausen, Heinrich Georg",巴克豪森,,物理,,2020-03-16
6961794,"Barlow, Peter","巴婁,彼得",,物理,,2020-03-16
6961795,"Barlow, Alan","巴婁,阿倫",,音樂,,2020-03-16
6961796,"Barlow, David","巴婁,大衛",,音樂,,2020-03-16
6961797,"Barlow, Howard","巴婁,浩爾德",,音樂,,2020-03-16
6961798,"Barlow, Samuel L.M.","巴婁,薩繆爾",,音樂,,2020-03-16
6961799,"Barlow, Wayne","巴婁,韋恩",,音樂,,2020-03-16
6961800,"Barnard, Keith",巴納德,,音樂,,2020-03-16
6961801,"Barnby, Joseph",巴恩比,,音樂,,2020-03-16
6961802,"Barnett, Samuel Jackson","巴內特,薩繆爾",,物理,,2020-03-16
6961803,"Barnett, John Francis","巴內特,約翰 法蘭席斯",,音樂,,2020-03-16
6961804,"Barnett, John Manley","巴內特,約翰 曼理",,音樂,,2020-03-16
6961805,"Barns, Ethel",巴恩斯,,音樂,,2020-03-16
6961806,"Baron, Samuel",巴倫,,音樂,,2020-03-16
6961807,"Barrère, Georges",巴瑞爾,,音樂,,2020-03-16
6961808,"Barrett, William Fletcher",巴瑞特,,物理,,2020-03-16
6961809,"Barrington, Rutland",巴陵頓,,音樂,,2020-03-16
6961810,"Barry, Gerald","巴瑞,傑拉德",,音樂,,2020-03-16
6961811,"Barry, John","巴瑞,約翰",,音樂,,2020-03-16
6961812,"Barstow, Josephine",巴斯多,,音樂,,2020-03-16
6961813,"Bartlett, Albert Allen","巴特勒特,阿伯特",,物理,,2020-03-16
6961814,"Bartlett, Boyd Wheeler","巴特勒特,波伊德",,物理,,2020-03-16
6961815,"Bartlett, Ethel","巴特勒特,埃索",,音樂,,2020-03-16
6961816,"Barzin, Leon",巴忍,,音樂,,2020-03-16
6961817,"Barzun, Jacques",巴潤,,音樂,,2020-03-16
6961818,"Bass, Randol Alan",巴司,,音樂,,2020-03-16
6961819,Batchinsky,巴欽斯基,,物理,,2020-03-16
6961820,"Bate, Stanley",貝特,,音樂,,2020-03-16
6961821,"Bateson, William",貝特森,,生命科學,,2020-03-16
6961822,"Bath, Hubert",巴思,,音樂,,2020-03-16
6961823,Bathe,巴斯,,物理,,2020-03-16
6961824,"Báthory-Kitsz, Dennis",巴托利-紀茲,,音樂,,2020-03-16
6961825,"Battishill, Jonathan",巴堤希爾,,音樂,,2020-03-16
6961826,"Bauer, Harold","包爾,哈若德",,音樂,,2020-03-16
6961827,"Bauer, Marion","包爾,瑪莉安",,音樂,,2020-03-16
6961828,"Bauld, Alison",波爾德,,音樂,,2020-03-16
6961829,Baume,包姆,,物理,,2020-03-16
6961830,"Bauschinger, Johann",包辛格,,物理,,2020-03-16
6961831,"Bax, Arnold",巴可斯,,音樂,,2020-03-16
6961832,"Bayard, Hippolyte",貝雅德,,物理,,2020-03-16
6961833,"Bayes,  Thomas",貝斯,,物理,,2020-03-16
6961834,"Bayliss, Colin",貝理斯,,音樂,,2020-03-16
6961835,"Bazelon, Irwin",貝澤倫,,音樂,,2020-03-16
6961836,"Beach, Amy Marcy Cheney","畢曲,艾米",,音樂,,2020-03-16
6961837,"Beach, John Parsons","畢曲,約翰",,音樂,,2020-03-16
6961838,"Beadle,  George Wells","畢斗,喬治",,生命科學,,2020-03-16
6961839,"Beamish, Sally",畢米希,,音樂,,2020-03-16
6961840,"Bean, Hugh",畢恩,,音樂,,2020-03-16
6961841,"Beard, John","畢爾德,約翰",,音樂,,2020-03-16
6961842,"Beard, Paul","畢爾德,保羅",,音樂,,2020-03-16
6961843,"Beaufort,  Francis",博弗特,,物理,,2020-03-16
6961844,"Bechet, Sidney",貝雪,,音樂,,2020-03-16
6961845,"Beck, Johann H.","貝可,約翰",,音樂,,2020-03-16
6961846,"Becker, John Joseph","貝克爾,約翰",,音樂,,2020-03-16
6961847,"Beckett, Brian","貝克特,布萊恩",,音樂,,2020-03-16
6961848,"Beckett, Walter","貝克特,沃特",,音樂,,2020-03-16
6961849,"Beckmann,  Peter","貝克門,彼得",,物理,,2020-03-16
6961850,"Beckmann[Reed], Judith","貝克門,朱迪思",,音樂,,2020-03-16
6961851,"Beckwith, John",貝可維思,,音樂,,2020-03-16
6961852,"Becquerel, Henri",貝克勒,,物理,,2020-03-16
6961853,"Bedford, David","貝德福德,大衛",,音樂,,2020-03-16
6961854,"Bedford, Herbert","貝德福德,赫伯特",,音樂,,2020-03-16
6961855,"Bedford, Steuart","貝德福德,司都爾特",,音樂,,2020-03-16
6961856,"Beecham, Thomas",畢徹姆,,音樂,,2020-03-16
6961857,"Beer, August",畢爾,,物理,,2020-03-16
6961858,"Beeson, Jack",畢森,,音樂,,2020-03-16
6961859,Beevers,畢弗斯,,物理,,2020-03-16
6961860,"Beglarian, Grant",比格拉里恩,,音樂,,2020-03-16
6961861,"Behrend, Arthur Henry",貝倫德,,音樂,,2020-03-16
6961862,Behrens,貝忍斯,,物理,,2020-03-16
6961863,"Beiderbecke, Bix",畢德貝克,,音樂,,2020-03-16
6961864,"Beilby, George Thomas",畢爾比,,物理,,2020-03-16
6961865,"Belden, George R.",貝爾登,,音樂,,2020-03-16
6961866,"Bell, John Stewart","貝爾,約翰",,物理,,2020-03-16
6961867,"Bell, Derek F.","貝爾,德瑞克",,音樂,,2020-03-16
6961868,"Bell, William Henry","貝爾,威廉",,音樂,,2020-03-16
6961869,"Bénard, Henri",貝納,,物理,,2020-03-16
6961870,"Bender, Carl M.",本德,,物理,,2020-03-16
6961871,Benedicks,貝拿狄可斯,,物理,,2020-03-16
6961872,"Benedict, Julius","貝拿狄可特,朱里爾斯",,音樂,,2020-03-16
6961873,Benham,本漢,,物理,,2020-03-16
6961874,Benioff,本尼歐夫,,物理,,2020-03-16
6961875,"Benjamin, Arthur","班哲民,阿瑟",,音樂,,2020-03-16
6961876,"Benjamin, George","班哲民,喬治",,音樂,,2020-03-16
6961877,"Bennett, Joseph","班內特,約瑟夫",,音樂,,2020-03-16
6961878,"Bennett, Joseph","班內特,約瑟夫",,音樂,,2020-03-16
6961879,"Bennett, Richard Rodney","班內特,理查",,音樂,,2020-03-16
6961880,"Bennett, Robert Russell","班內特,羅伯特",,音樂,,2020-03-16
6961881,"Bennett, William Sterndale","班內特,威廉",,音樂,,2020-03-16
6961882,Benoist,本努瓦,,物理,,2020-03-16
6961883,"Benoliel, Bernard",本諾利爾,,音樂,,2020-03-16
6961884,"Bent, Ian Davied",班特,,音樂,,2020-03-16
6961885,Beranek,貝拉內克,,物理,,2020-03-16
6961886,"Berberian, Cathy",伯貝里安,,音樂,,2020-03-16
6961887,Berek,貝瑞克,,物理,,2020-03-16
6961888,"Berezovsky, Nikolay",比悠惹夫斯基,,音樂,,2020-03-16
6961889,Berg,伯格,,物理,,2020-03-16
6961890,"Berger, Arthur","伯格爾,阿瑟",,音樂,,2020-03-16
6961891,"Berger, Francesco","伯格爾,法蘭切斯科",,音樂,,2020-03-16
6961892,"Berger, Jean","貝爾熱,榮恩",,音樂,,2020-03-16
6961893,"Bergman, Stefan",伯格門,,物理,,2020-03-16
6961894,"Bergmann, Ernst David  (Hebrew: ארנסט דוד ברגמן)",柏格門,,化學,,2020-03-16
6961895,"Bergsma, William",伯格斯馬,,音樂,,2020-03-16
6961896,"Berkeley, Lennox","巴克里,雷諾斯",,音樂,,2020-03-16
6961897,"Berkeley, Michael","巴克里,麥可",,音樂,,2020-03-16
6961898,"Berlin, Irving",伯林,,音樂,,2020-03-16
6961899,"Berlinski, Herman",伯林斯基,,音樂,,2020-03-16
6961900,"Bernal, John Desmond",伯納爾,,物理,,2020-03-16
6961901,"Bernard, Anthony",柏納德,,音樂,,2020-03-16
6961902,"Bernardi, Mario",伯納迪,,音樂,,2020-03-16
6961903,"Bernofsky, Lauren",伯諾夫斯基,,音樂,,2020-03-16
6961904,"Bernoulli, Daniel",伯努利,,化學,,2020-03-16
6961905,"Bernoulli, Daniel",伯努利,,物理,,2020-03-16
6961906,"Bernstein, Sergei Natanovich (Серге́й Ната́нович Бернште́йн)","伯恩斯坦,雪爾蓋",,物理,,2020-03-16
6961907,"Bernstein, Elmer","伯恩斯坦,艾摩",,音樂,,2020-03-16
6961908,"Bernstein, Leonard","伯恩斯坦,雷納德",,音樂,,2020-03-16
6961909,"Berry, Charles Roland","貝里,查爾斯",,音樂,,2020-03-16
6961910,"Berthelot, Marcellin Pierre Eugène",伯特洛,,物理,,2020-03-16
6961911,"Berthollet, Claude Louis",柏瑟列,,化學,,2020-03-16
6961912,"Bertrand, Joseph Louis François",伯川,,物理,,2020-03-16
6961913,"Berzelius, Jöns Jacob",伯季里爾斯,,化學,,2020-03-16
6961914,"Bessel,  Friedrich Wilhelm",貝索,,物理,,2020-03-16
6961915,"Best, William Thomas",貝斯特,,音樂,,2020-03-16
6961916,"Bethe, Hans Albrecht",貝特,,物理,,2020-03-16
6961917,"Betti, Enrico",貝提,,物理,,2020-03-16
6961918,"Bexfield, William Richard",貝克斯費德,,音樂,,2020-03-16
6961919,"Bhabha, Homi Jehangir",巴巴,,物理,,2020-03-16
6961920,"Biales, Albert",畢亞雷斯,,音樂,,2020-03-16
6961921,"Bianchi, Luigi",畢安其,,物理,,2020-03-16
6961922,"Biancolli, Louis Leopold",畢楊寇里,,音樂,,2020-03-16
6961923,"Bible, Frances",拜伯,,音樂,,2020-03-16
6961924,"Biggs, E.Power","畢格斯,鮑爾",,音樂,,2020-03-16
6961925,"Biggs, John","畢格斯,約翰",,音樂,,2020-03-16
6961926,Billet,比勒,,物理,,2020-03-16
6961927,"Billings, William",畢凌斯,,音樂,,2020-03-16
6961928,"Billington, Elizabeth",畢凌頓,,音樂,,2020-03-16
6961929,"Binge, Ronald",賓吉,,音樂,,2020-03-16
6961930,"Bingham, Seth",冰爾姆,,音樂,,2020-03-16
6961931,"Binkerd, Gordon",賓可德,,音樂,,2020-03-16
6961932,"Binns, Malcolm",賓斯,,音樂,,2020-03-16
6961933,"Biot, Jean-Baptiste",畢歐,,物理,,2020-03-16
6961934,"Bird, Arthur",伯德,,音樂,,2020-03-16
6961935,Birkhoff,伯寇夫,,物理,,2020-03-16
6961936,"Birkhoff, George David",伯寇夫,,物理,,2020-03-16
6961937,"Birtwistle, Harrison[Paul]",伯特威索,,音樂,,2020-03-16
6961938,"Bishop, Henry R.","畢雪普,亨利",,音樂,,2020-03-16
6961939,"Bishop-Kovacevich, Stephen",畢雪普-科瓦切維茨,,音樂,,2020-03-16
6961940,"Bispham, David",畢思弗姆,,音樂,,2020-03-16
6961941,"Bitter,  Francis",畢特,,物理,,2020-03-16
6961942,"Bjorken,  James Daniel",畢歐肯,,物理,,2020-03-16
6961943,"Black, Neil",布拉克,,音樂,,2020-03-16
6961944,"Blackford, Richard",布拉克福德,,音樂,,2020-03-16
6961945,"Blackham, Joyce",布拉可姆,,音樂,,2020-03-16
6961946,"Blackshaw, Christian",布拉可修,,音樂,,2020-03-16
6961947,"Blagden, Charles Brian",布拉格登,,物理,,2020-03-16
6961948,"Blagrove, Henry",布雷葛若夫,,音樂,,2020-03-16
6961949,"Blake, David",布雷克,,音樂,,2020-03-16
6961950,"Blank, Stanley",布郎克,,音樂,,2020-03-16
6961951,"Blauvelt, Lillian",布婁衛爾特,,音樂,,2020-03-16
6961952,"Blech, Harry",布雷赫,,音樂,,2020-03-16
6961953,"Blegen, Judith",布雷根,,音樂,,2020-03-16
6961954,Bleuler,布洛伊勒,,物理,,2020-03-16
6961955,"Bliss, Arthur",布利斯,,音樂,,2020-03-16
6961956,"Blitzstein, Marc",布里茨斯坦,,音樂,,2020-03-16
6961957,"Bloch, Felix","布洛赫,費利克斯",,物理,,2020-03-16
6961958,"Bloch, Ernest","布洛赫,恩尼斯特",,音樂,,2020-03-16
6961959,"Blom, Eric Walter",布洛姆,,音樂,,2020-03-16
6961960,"Blow, John",布婁,,音樂,,2020-03-16
6961961,"Blyton, Carey",布萊頓,,音樂,,2020-03-16
6961962,"Boatwright, Howard",波特萊特,,音樂,,2020-03-16
6961963,"Bochmann, Christopher",波克門,,音樂,,2020-03-16
6961964,"Bode, Johann Elert",波德,,物理,,2020-03-16
6961965,"Bodley, Seóirse",波德里,,音樂,,2020-03-16
6961966,"Boelter, Karl",貝爾特,,音樂,,2020-03-16
6961967,"Boepple, Paul",波普,,音樂,,2020-03-16
6961968,Bohlin,波林,,物理,,2020-03-16
6961969,"Bohm, David Joseph",波姆,,物理,,2020-03-16
6961970,"Bohr, Niels Henrik David",波爾,,物理,,2020-03-16
6961971,"Bohr, Niels Henrik David",波爾,,化學,,2020-03-16
6961972,"Bolcom, William (Elden)",波爾柯姆,,音樂,,2020-03-16
6961973,"Bolet, Jorge",波雷,,音樂,,2020-03-16
6961974,"Boltzmann, Ludwig Eduard",波茲門,,物理,,2020-03-16
6961975,"Bond, Capel","班德,卡佩爾",,音樂,,2020-03-16
6961976,"Bond, Carrie Jacobs","班德,卡瑞",,音樂,,2020-03-16
6961977,"Bonhomme, Jean",波諾姆,,音樂,,2020-03-16
6961978,"Bonner, Eugene MacDonald",波拿,,音樂,,2020-03-16
6961979,"Bonsor, James Brian",波恩瑟,,音樂,,2020-03-16
6961980,"Bonynge, Richard",波寧,,音樂,,2020-03-16
6961981,"Boole, George",布爾,,物理,,2020-03-16
6961982,"Borge, Victor","波爾格,維克特",,音樂,,2020-03-16
6961983,"Born,  Max",玻恩,,物理,,2020-03-16
