ID,英文名稱,中文名稱,圖片,組別,審定日期,更新日期
19453901,lay-up,積層,,材料_FRP,,2022-07-15
19453902,L-beam,L形梁,,,,2022-07-15
19453903,L-block type wharf,L型塊碼頭,,,,2022-07-15
19453904,L-column,L形柱,,,,2022-07-15
19453905,Le Chatelier-Braun principle,勒沙特利—布勞恩原理,,環工組,,2022-07-15
19453906,leach,滲濾；瀝濾；濾出,,環工組,,2022-07-15
19453907,leachate,垃圾滲出水,,環工組,,2022-07-15
19453908,leaching,滲濾；瀝濾；濾出,,環工組,,2022-07-15
19453909,leaching cesspool,污水滲井,,,,2022-07-15
19453910,lead acid battery charger,鉛酸電池充電器,,營管組,,2022-07-15
19453911,lead arsenate,砷酸鉛,,環工組,,2022-07-15
19453912,lead curve,導曲線,,,,2022-07-15
19453913,lead equivalent,鉛厚當量；鉛當量,,環工組,,2022-07-15
19453914,lead glass,鉛玻璃,,環工組,,2022-07-15
19453915,lead line,測垂繩；測深繩,,測量組,,2022-07-15
19453916,lead pigment,鉛顏料,,環工組,,2022-07-15
19453917,lead poisoning,鉛中毒,,環工組,,2022-07-15
19453918,lead rail,[道岔]導軌,,,,2022-07-15
19453919,lead stearate,硬脂酸鉛,,環工組,,2022-07-15
19453920,lead time,前置時間,,營管組,,2022-07-15
19453921,lead track,[調車]拖上線,,,,2022-07-15
19453922,lead-acid battery,鉛酸蓄電池,,營管組,,2022-07-15
19453923,leaded gasoline,含鉛汽油,,環工組,,2022-07-15
19453924,Leadership in Energy and Environmental Design (LEED),LEED{美國綠建築標章},,建築_環控,,2022-07-15
19453925,leading edge,前緣,,材料_FRP,,2022-07-15
19453926,leading edge flap,前緣襟翼,,材料_FRP,,2022-07-15
19453927,leading green,綠燈早開,,,,2022-07-15
19453928,leading mark,導航標示,,,,2022-07-15
19453929,leading train,先行列車,,,,2022-07-15
19453930,leaf,垂直向連續牆片,,,,2022-07-15
19453931,leaf filter,葉濾器,,環工組,,2022-07-15
19453932,leak detector,測漏器,,,,2022-07-15
19453933,leak finder,檢漏器,,,,2022-07-15
19453934,leak prevention,防漏,,,,2022-07-15
19453935,leak repair,滲漏修補,,營管組,,2022-07-15
19453936,leak stoppage,止漏,,,,2022-07-15
19453937,leakage,滲漏,,環工組,,2022-07-15
19453938,leakage cable,漏波電纜,,,,2022-07-15
19453939,leakage test,滲漏試驗,,,,2022-07-15
19453940,leaking paddy field,漏水田,,,,2022-07-15
19453941,leaky aquifer,滲漏含水層,,,,2022-07-15
19453942,leaky coaxial cable (LCX),洩漏電纜,,,,2022-07-15
19453943,lean concrete,貧配比混凝土；貧級配混凝土,,,,2022-07-15
19453944,lean concrete base,低強度混凝土底層,,營管組,,2022-07-15
19453945,lean mixture,貧配比拌成物,,,,2022-07-15
19453946,lean mortar,貧配比砂漿,,,,2022-07-15
19453947,lean-fuel combustion,貧燃料燃燒,,環工組,,2022-07-15
19453948,leaning,斜刮刀,,,,2022-07-15
19453949,leaning column,靠桿；靠柱,,,,2022-07-15
19453950,lean-to roof,單坡度屋頂,,,,2022-07-15
19453951,leap second,閏秒,,測量組,,2022-07-15
19453952,leasehold improvement,租賃物改良,,營管組,,2022-07-15
19453953,lease-lease back (LLB),出租-回租之民間參與方式,,營管組,,2022-07-15
19453954,lease-purchase agreement,先租後買協議,,營管組,,2022-07-15
19453955,least squares matching,最小二乘匹配,,測量組,,2022-07-15
19453956,least-cost planning,最低成本規劃,,建築_環控,,2022-07-15
19453957,least-squares adjustment,最小二乘平差；最小自乘平差,,測量組,,2022-07-15
19453958,least-squares ambiguity decorrelation adjustment (LAMBDA),週波未定值低相關化最小二乘解算法,,測量組,,2022-07-15
19453959,leather cloth,皮革料,,,,2022-07-15
19453960,ledger,[鷹架]橫木,,,,2022-07-15
19453961,ledger beam,L型邊梁{預鑄},,,,2022-07-15
19453962,lee tide,下風潮；順潮,,,,2022-07-15
19453963,leeward location,背風位置,,建築_環控,,2022-07-15
19453964,leeway,偏航,,,,2022-07-15
19453965,left thumb rule,左指法則,,,,2022-07-15
19453966,left turn,左轉,,,,2022-07-15
19453967,left turn lane,左轉車道,,,,2022-07-15
19453968,leg drill,獨腳鑽,,,,2022-07-15
19453969,legend,圖例；圖式,,測量組,,2022-07-15
19453970,leisure,休閒,,都計組,,2022-07-15
19453971,leisure time,休閒時間,,,,2022-07-15
19453972,lemniscate,8字形線；雙紐線,,,,2022-07-15
19453973,length,長度,,,,2022-07-15
19453974,length change,長度變化,,,,2022-07-15
19453975,length comparator,比長儀,,,,2022-07-15
19453976,length of entrance,入口長度,,,,2022-07-15
19453977,length of lay,絞線股長,,,,2022-07-15
19453978,length to diameter ratio (L/D ratio),長徑比,,材料_FRP,,2022-07-15
19453979,lengthwise,縱向,,材料_FRP,,2022-07-15
19453980,Lenker direct-reading rod,Lenker 直讀標尺,,測量組,,2022-07-15
19453981,Lenker level rod,Lenker 標尺,,測量組,,2022-07-15
19453982,lenticular truss,月牙形桁架,,,,2022-07-15
19453983,L'Esprit Nouveau,新精神雜誌{法文},,,,2022-07-15
19453984,lessons learned,學得經驗,,營管組,,2022-07-15
19453985,less-than-carload,零擔貨運,,,,2022-07-15
19453986,less-than-container load (LTCL),不滿櫃貨物,,,,2022-07-15
19453987,less-than-truckload,零擔貨運｛公路｝,,,,2022-07-15
19453988,lethal concentration 50% (LC50),半數致死濃度,,環工組,,2022-07-15
19453989,lethal dosage 50% (LD50),半數致死劑量,,環工組,,2022-07-15
19453990,lethal time,致死時間,,環工組,,2022-07-15
19453991,letter of authorization,委任授權書,,營管組,,2022-07-15
19453992,letter of credit(L/C),信用狀,,,,2022-07-15
19453993,letter of intent,意向書,,營管組,,2022-07-15
19453994,levee body,堤體,,,,2022-07-15
19453995,levee opening,穿堤孔口,,,,2022-07-15
19453996,levee raising,堤防加高,,,,2022-07-15
19453997,levee ramp,堤防引道,,,,2022-07-15
19453998,levee widening,堤防加寬,,,,2022-07-15
19453999,level crossing,平交道,,,,2022-07-15
19454000,level crossing accident,平交道事故,,,,2022-07-15
19454001,level crossing alarm,平交道警報器,,,,2022-07-15
19454002,level crossing angle,鐵公路交角；平交道交角,,,,2022-07-15
19454003,level crossing barrier,平交道遮斷器,,,,2022-07-15
19454004,level crossing protection,平交道保安裝置,,,,2022-07-15
19454005,level crossing sign,平交道標誌,,,,2022-07-15
19454006,level of control,控制基準,,,,2022-07-15
19454007,level of detail (LOD),詳細程度；細緻度,,營管組,,2022-07-15
19454008,level of effort (LOE),支援作業{進度},,營管組,,2022-07-15
19454009,level of service{=LOS},服務水準,,,,2022-07-15
19454010,level recorder,水位記錄儀,,,,2022-07-15
19454011,level terrain,平坦地勢,,,,2022-07-15
19454012,level tester,水平檢定器；水準管靈敏度檢定器,,,,2022-07-15
19454013,level vial,水準器,,測量組,,2022-07-15
19454014,leveling course,整平層,,,,2022-07-15
19454015,levelling concrete,混凝土整平層,,,,2022-07-15
19454016,levelling course,水準路線,,,,2022-07-15
19454017,levelling staff,水準標尺；水準尺,,,,2022-07-15
19454018,levelling surface,水準面,,,,2022-07-15
19454019,levelling-up,水準調整,,,,2022-07-15
19454020,lever arm,槓桿臂；力臂,,,,2022-07-15
19454021,Lewis acid,路易士酸,,環工組,,2022-07-15
19454022,Lewis base,路易士鹼,,環工組,,2022-07-15
19454023,L-head,L形頭,,,,2022-07-15
19454024,libido,利比多；原慾,,,,2022-07-15
19454025,licenced pilot,有照引水人,,,,2022-07-15
19454026,license suspended,吊扣駕照,,,,2022-07-15
19454027,licensed design professional,有照設計人　,,,,2022-07-15
19454028,lichen,地衣,,環工組,,2022-07-15
19454029,lichen plantation,地衣類植物植栽,,營管組,,2022-07-15
19454030,lidargrammetry,光達攝影測量,,測量組,,2022-07-15
19454031,lien,扣押權,,營管組,,2022-07-15
19454032,lien release,留置權解除,,營管組,,2022-07-15
19454033,lien waiver,留置權放棄,,營管組,,2022-07-15
19454034,life craft,救生艇,,,,2022-07-15
19454036,life cycle analysis (LCA),生命週期分析,,環工組,,2022-07-15
19454037,life cycle assessment (LCA),生命週期評估 ；生命週期評價,,環工組,,2022-07-15
19454038,life cycle cost,生命週期成本,,環工組,,2022-07-15
19454039,life cycle cost analysis,生命週期成本分析,,,,2022-07-15
19454040,life cycle inventory (LCI),生命週期盤查,,建築_環控,,2022-07-15
19454041,life kite,發射式救生索風箏,,,,2022-07-15
19454042,life linesman,救難索看守者,,,,2022-07-15
19454043,life preserver,救生員,,,,2022-07-15
19454044,life saving apparatus,救生器材,,,,2022-07-15
19454045,life saving jacket,救生衣,,,,2022-07-15
19454046,life saving rocket,救生信號火箭,,,,2022-07-15
19454047,life shot,救生索彈,,,,2022-07-15
19454048,life-cycle cost,生命週期成本,,建築_環控,,2022-07-15
19454049,lifeline,維生管線,,都計組,,2022-07-15
19454050,lift,升層,,,,2022-07-15
19454051,lift bridge,升降橋,,,,2022-07-15
19454052,lift gate weir,升降門堰,,,,2022-07-15
19454053,lift irrigation,抽水灌溉,,,,2022-07-15
19454054,lift joint,升層縫,,,,2022-07-15
19454055,lift slab,升版工法,,,,2022-07-15
19454056,lift slab construction,升版工法,,,,2022-07-15
19454057,lift thickness,增填厚度,,,,2022-07-15
19454058,lifter hole,底炸孔,,,,2022-07-15
19454059,lifter screw,升降螺旋,,,,2022-07-15
19454060,lifting pontoon,浮碼頭,,,,2022-07-15
19454061,lifting type switch,駛越轉轍器,,,,2022-07-15
19454062,lift-off test,拉離力試驗,,,,2022-07-15
19454063,lift-on/lift-off,吊上吊下式,,,,2022-07-15
19454064,lifts (or tiers),鷹架層數,,,,2022-07-15
19454065,ligand,配位基,,環工組,,2022-07-15
19454066,light and beacon list,燈塔燈標表,,,,2022-07-15
19454067,light angle of approach,近場角度燈,,,,2022-07-15
19454068,light boat,燈船,,,,2022-07-15
19454069,light delivery truck,小貨車,,,,2022-07-15
19454070,light demolition tool,輕型拆除機具,,,,2022-07-15
19454071,light detection and ranging (LiDAR),光達,,測量組,,2022-07-15
19454072,light displacement,空載排水量,,,,2022-07-15
19454073,light draught,空載吃水,,,,2022-07-15
19454074,light fastness,耐光性；耐光度,,材料_FRP,,2022-07-15
19454075,light gage steel deck slab,輕型鋼承板樓版,,,,2022-07-15
19454076,light gauge section steel,輕型鋼,,,,2022-07-15
19454077,light grinder,輕型砂輪機,,,,2022-07-15
19454078,light industrial district,輕工業區,,,,2022-07-15
19454079,light industry,輕工業,,,,2022-07-15
19454080,light list,燈塔表,,,,2022-07-15
19454081,light penetrating power,透光強度,,材料_FRP,,2022-07-15
19454082,light penetrating ratio,透光率,,材料_FRP,,2022-07-15
19454083,light pollution,光害；光污染,,環工組,,2022-07-15
19454084,light rail,輕軌；輕軌鐵路,,,,2022-07-15
19454085,light rail rapid transit (LRRT),輕軌捷運,,,,2022-07-15
19454086,Light rail transit (LRT),輕軌運輸系統,,,,2022-07-15
19454087,light running,單機車頭運轉,,,,2022-07-15
19454088,light sensitive vehicle detector,光電式車輛偵測器,,,,2022-07-15
19454089,light stability,光穩定性,,材料_FRP,,2022-07-15
19454090,light steel joist ceiling,輕鋼架天花板,,營管組,,2022-07-15
19454091,light truck,小貨車,,,,2022-07-15
19454092,light water line,空載水線,,,,2022-07-15
19454093,light weight cubicle,輕隔間箱室,,營管組,,2022-07-15
19454094,light-emitting diode (LED) lighting,發光二極體照明燈；LED燈,,營管組,,2022-07-15
19454095,lighter derrick,吊桿駁船,,,,2022-07-15
19454096,lighter wharf,泊船碼頭,,,,2022-07-15
19454097,lighthouse,燈塔,,,,2022-07-15
19454098,lighting,採光；照明,,都計組,,2022-07-15
19454099,lighting control panel,照明控制面板,,營管組,,2022-07-15
19454100,lighting luminary,照明燈具,,營管組,,2022-07-15
19454101,lighting material,照明材料；發光材料,,材料_FRP,,2022-07-15
19454102,lighting regulation,燈光使用規定,,,,2022-07-15
19454103,lighting repair and restoration,照明修復,,營管組,,2022-07-15
19454104,lighting system,照明系統,,營管組,,2022-07-15
19454105,lightness,亮度,,建築_環控,,2022-07-15
19454106,light-water reactor,輕水反應器,,環工組,,2022-07-15
19454107,lightweight aggregate,輕質粒料,,,,2022-07-15
19454108,lightweight aggregate concrete,輕質粒料混凝土,,,,2022-07-15
19454109,lightweight brick,輕質磚,,,,2022-07-15
19454110,lightweight concrete,輕質混凝土,,,,2022-07-15
19454111,lightweight concrete block,輕質混凝土塊；輕質混凝土磚,,營管組,,2022-07-15
19454112,lightweight plaster,輕質灰漿,,,,2022-07-15
19454113,lignin,木質素,,環工組,,2022-07-15
19454114,lignin derivatives,木質素衍生物,,,,2022-07-15
19454115,lignite,褐煤；褐炭,,,,2022-07-15
19454116,liguid to liguid heat exchanger,液-液熱交換器,,營管組,,2022-07-15
19454117,lime,石灰,,,,2022-07-15
19454118,lime and soda process,石灰蘇打程序,,環工組,,2022-07-15
19454119,lime and soda-ash softening,石灰蘇打灰軟化法,,環工組,,2022-07-15
19454120,lime fly ash,石灰飛灰,,,,2022-07-15
19454121,lime stabilized base,石灰穩定底層,,,,2022-07-15
19454122,lime treated subgrade,石灰處理路基,,,,2022-07-15
19454123,lime wash,石灰粉刷,,,,2022-07-15
19454124,lime-based technique,石灰固化法,,環工組,,2022-07-15
19454125,lime-fly ash base,石灰飛灰底層,,,,2022-07-15
19454126,limestone,石灰岩,,,,2022-07-15
19454127,limit,極限；限,,,,2022-07-15
19454128,limit analysis,極限分析,,,,2022-07-15
19454129,limit design,極限設計,,,,2022-07-15
19454130,limit of oscillation,振盪極限；擺動極限,,,,2022-07-15
19454131,Limit of proportionality,比例限度,,,,2022-07-15
19454132,limit state,極限狀態,,,,2022-07-15
19454133,limit switch,極限開關,,,,2022-07-15
19454134,limitation on backing,倒車限制,,,,2022-07-15
19454135,limitation on overtaking,超車限制,,,,2022-07-15
19454136,limited access highway,進出管制公路,,,,2022-07-15
19454137,limited speed,限制速率,,,,2022-07-15
19454138,limited way,[管制性]特快公路,,,,2022-07-15
19454139,limiting creep stress,極限潛變應力,,,,2022-07-15
19454140,limiting friction,極限摩擦,,,,2022-07-15
19454141,limiting range of stress,應力極限範圍,,,,2022-07-15
19454142,limiting tractive force,極限牽引力,,,,2022-07-15
19454143,limit-state design,極限狀態設計,,,,2022-07-15
19454144,limnology,湖沼學；湖泊學,,環工組,,2022-07-15
19454145,limonite,褐鐵礦,,,,2022-07-15
19454146,Lindane (γ-BHC),靈丹；六氯環己烷,,環工組,,2022-07-15
19454147,line,[鐵路]路線,,,,2022-07-15
19454148,line bearing,線支承,,,,2022-07-15
19454149,line buffering,線環域,,測量組,,2022-07-15
19454150,line camera,線列式相機；線列式攝影機,,測量組,,2022-07-15
19454151,line capacity,路線容量,,,,2022-07-15
19454152,line color,路線代表色,,,,2022-07-15
19454153,line controller,[行控中心]路線控制員,,,,2022-07-15
19454154,line diagram,線狀圖,,,,2022-07-15
19454155,line manhole,管線人孔,,,,2022-07-15
19454156,line of action,作用線,,,,2022-07-15
19454157,line of apsides,遠近線；遠近點線；拱點線,,測量組,,2022-07-15
19454158,line of thrust,推力線,,,,2022-07-15
19454159,line of wave constant energy,波浪等能量線,,,,2022-07-15
19454160,line operation,路線別運轉,,,,2022-07-15
19454161,line scale factor,線尺度因子,,測量組,,2022-07-15
19454162,line source of air pollution,線空氣污染源,,環工組,,2022-07-15
19454163,line spread function,線散函數,,測量組,,2022-07-15
19454164,line traffic,定期航運,,,,2022-07-15
19454166,linear alkylate sulfonate (LAS),直鏈烷苯磺酸鹽,,,,2022-07-15
19454167,linear channel,線性渠道,,,,2022-07-15
19454168,linear city,線形都市,,,,2022-07-15
19454169,linear closure error,線性閉合差,,測量組,,2022-07-15
19454170,linear displacement,線性位移；線性變位,,,,2022-07-15
19454171,linear distance,直線距離,,測量組,,2022-07-15
19454172,linear elastic,線性彈性,,,,2022-07-15
19454173,linear elastic spring,線彈性彈簧,,,,2022-07-15
19454174,linear elastic structure,線彈性結構,,,,2022-07-15
19454175,linear expansion,線[性]膨脹,,,,2022-07-15
19454176,linear feature,線形特徵,,測量組,,2022-07-15
19454177,linear fetch,線性風距,,,,2022-07-15
19454178,linear flexural beam theory,線性撓曲梁理論,,,,2022-07-15
19454179,linear impulse,線性衝量,,,,2022-07-15
19454180,linear induction motor (LIM),線性感應馬達,,,,2022-07-15
19454181,linear induction separator,磁感應分離器,,環工組,,2022-07-15
19454182,linear model,線性模式,,測量組,,2022-07-15
19454183,linear motion,線性運動,,,,2022-07-15
19454184,linear noise source,線噪音源,,環工組,,2022-07-15
19454185,linear park,帶狀公園,,,,2022-07-15
19454186,linear plate,線性板,,,,2022-07-15
19454187,linear prestress,線性預力,,,,2022-07-15
19454188,linear prestressing,直線形構件施預力,,,,2022-07-15
19454189,linear programming,線性規劃,,,,2022-07-15
19454190,linear reservoir,線性水庫,,,,2022-07-15
19454191,Linear shrinkage,線性收縮,,,,2022-07-15
19454192,linear structure,線性結構,,,,2022-07-15
19454193,linear transformation,線性轉換；直線轉化{鋼腱},,,,2022-07-15
19454194,linear wood ceiling,木質條狀天花板,,營管組,,2022-07-15
19454195,linearity,線性,,,,2022-07-15
19454196,linearized theory,線型化理論,,,,2022-07-15
19454197,linear-traverse method,線性導線法,,,,2022-07-15
19454198,lined canal,內襯渠道,,環工組,,2022-07-15
19454199,liner,內襯,,材料_FRP,,2022-07-15
19454200,linguistics,語言學,,,,2022-07-15
19454201,lining,襯砌；襯面；內襯板；襯裡,,,,2022-07-15
19454202,lining board,襯板,,,,2022-07-15
19454203,lining unit,襯砌環片,,營管組,,2022-07-15
19454204,link polygon,力線圖,,,,2022-07-15
19454205,link support,聯接桿支承,,,,2022-07-15
19454206,linkage effect theory,聯鎖效應理論,,都計組,,2022-07-15
19454207,linked industry,關連產業；關連工業,,,,2022-07-15
19454208,lintel,開口水平支撐材,,,,2022-07-15
19454209,lip curb,斜緣石,,,,2022-07-15
19454210,lip kerb,斜緣石,,,,2022-07-15
19454211,lipoidal matter,類脂物,,,,2022-07-15
19454212,lipophilic,親脂性,,環工組,,2022-07-15
19454213,liquefaction,液化,,,,2022-07-15
19454214,liquid alkali digestion,液鹼消化法,,環工組,,2022-07-15
19454215,liquid asphalt,液態瀝青,,,,2022-07-15
19454216,liquid ballast,液體壓艙物,,,,2022-07-15
19454217,liquid cargo,液貨,,,,2022-07-15
19454218,liquid chlorine,液氯,,環工組,,2022-07-15
19454219,liquid cooler,液體冷卻器,,營管組,,2022-07-15
19454220,liquid injection molding,液態注入成型,,材料_FRP,,2022-07-15
19454221,liquid limit,液性限度,,,,2022-07-15
19454222,liquid resin,液態樹脂,,材料_FRP,,2022-07-15
19454223,liquid sealant,液態填縫劑,,,,2022-07-15
19454224,liquid state,液態,,,,2022-07-15
19454225,liquidated damage,逾期罰款,,營管組,,2022-07-15
19454226,liquidity index,液性指數,,,,2022-07-15
19454227,liquidus temperature,液相溫度,,材料_FRP,,2022-07-15
19454228,liquid-volume measurement,液態體積量測,,,,2022-07-15
19454229,lithology,岩石學,,,,2022-07-15
19454230,lithosphere,岩石圈,,,,2022-07-15
19454231,littoral deposit,沿岸沉積物,,,,2022-07-15
19454232,littoral transport,沿岸漂流物,,,,2022-07-15
19454233,live cargo,活貨；動物貨,,,,2022-07-15
19454234,live knot,活節,,,,2022-07-15
19454235,live load,活[載]重,,,,2022-07-15
19454236,live-load stress,活載重應力,,,,2022-07-15
19454237,living courtyard,生活庭院,,建築_環控,,2022-07-15
19454238,living environment,生活環境,,都計組,,2022-07-15
19454239,living level,生活水準；生活水平,,,,2022-07-15
19454240,living space,居住空間,,,,2022-07-15
19454241,living standard,生活標準,,,,2022-07-15
19454242,load,載重,,,,2022-07-15
19454243,load and resistance factor,載重及強度係數,,,,2022-07-15
19454244,load and resistance factor design(LRFD),載重及強度係數設計,,,,2022-07-15
19454245,load and unload,裝卸,,,,2022-07-15
19454246,load balancing,載重平衡{預力},,,,2022-07-15
19454247,load balancing design,力平衡設計,,,,2022-07-15
19454248,load balancing method,載重平衡法,,,,2022-07-15
19454249,load bearing panel,承重牆版,,,,2022-07-15
19454250,load breaking switchgear,負載斷路開關裝置,,營管組,,2022-07-15
19454251,load contour method,載重等高線法,,,,2022-07-15
19454252,load curve,載重曲線,,,,2022-07-15
19454253,load displacement,負載排水量,,,,2022-07-15
19454254,load distributing washer,分荷用墊圈,,,,2022-07-15
19454255,load draught,滿載吃水,,,,2022-07-15
19454256,load equivalency factor (LEF),軸重等效因數,,,,2022-07-15
19454257,load factor,承載率｛交通｝；載客率{交通}；載重因素｛結構｝,,,,2022-07-15
19454258,load hauled,牽挽重量{水運},,,,2022-07-15
19454259,load limit,載重限制,,,,2022-07-15
19454260,load meter,重量計；地磅,,,,2022-07-15
19454261,load of prestress,預力載重,,,,2022-07-15
19454262,load path,傳力路徑,,,,2022-07-15
19454263,load plate test,載重板試驗,,,,2022-07-15
19454264,load stage,載重階段,,,,2022-07-15
19454265,load surcharge,超載載重,,,,2022-07-15
19454266,load term,載重項,,,,2022-07-15
19454267,load transfer device,載重傳遞裝置,,,,2022-07-15
19454268,load transfer efficiency,載重傳遞效率,,,,2022-07-15
19454269,load water line,載重水線,,,,2022-07-15
19454270,load-bearing metal stud,荷重金屬小柱,,營管組,,2022-07-15
19454271,load-bearing wall,承重牆,,,,2022-07-15
19454272,load-deflection curve,載重-變位曲線,,材料_FRP,,2022-07-15
19454273,load-demand,載重需求,,,,2022-07-15
19454274,load-distributing washer,分載墊圈,,,,2022-07-15
19454275,loaded area,承載面積,,,,2022-07-15
19454276,loaded car,載重車,,,,2022-07-15
19454277,loaded displacement,滿載排水量,,,,2022-07-15
19454278,loaded tonnage,載重噸位,,,,2022-07-15
19454279,load-extension curve,載重-變形曲線,,,,2022-07-15
19454280,loading and unloading apron,裝卸機坪,,,,2022-07-15
19454281,loading and unloading berth,裝卸場,,,,2022-07-15
19454282,loading and unloading track,裝卸線,,,,2022-07-15
19454283,loading apron,裝卸機坪,,,,2022-07-15
19454284,loading area,加載面,,,,2022-07-15
19454285,loading berth,裝貨船席,,,,2022-07-15
19454286,loading gauge,[軌道]車輛斷面界限,,,,2022-07-15
19454287,loading hopper,進料斗,,,,2022-07-15
19454288,loading plate,加載板,,,,2022-07-15
19454289,loading shovel,載土機鏟,,,,2022-07-15
19454290,loading speed,加載速率,,,,2022-07-15
19454291,loading stage,加載階段,,,,2022-07-15
19454292,loading survey,載重勘測,,,,2022-07-15
19454293,loading terminal,裝載場,,,,2022-07-15
19454294,loading zone,裝卸區,,,,2022-07-15
19454295,loadometer survey,交通載重調查,,,,2022-07-15
19454296,loads,載重,,,,2022-07-15
19454297,loads erection,組立載重,,,,2022-07-15
19454298,load-transfer assembly,載重傳遞組件；綴縫筋支撐裝置,,,,2022-07-15
19454299,local area network (LAN),區域網路,,,,2022-07-15
19454300,local buckling,局部挫屈,,綱結構名詞LRFD,,2022-07-15
19454301,local center,地方中心,,,,2022-07-15
19454302,local commercial center,地方商業中心,,,,2022-07-15
19454303,local control panel,就地控制盤,,,,2022-07-15
19454304,local coordinate,局部座標,,,,2022-07-15
19454305,local ellipsoid,區域橢球體,,測量組,,2022-07-15
19454306,local failure,局部破壞,,,,2022-07-15
19454307,local finance,地方財政,,都計組,,2022-07-15
19454308,local geodetic system,區域大地坐標系統,,測量組,,2022-07-15
19454309,local normal,當地法線,,測量組,,2022-07-15
19454310,local pilot,區域引水人,,,,2022-07-15
19454311,local planning authority,地方規劃機構,,,,2022-07-15
19454312,local public facility,地方性公共設施,,都計組,,2022-07-15
19454313,local public goods,地方性公共財,,都計組,,2022-07-15
19454314,local railway,地方營鐵路{地方鐵路},,,,2022-07-15
19454315,local shear failure,局部剪壞,,,,2022-07-15
19454316,local street,地方街道,,,,2022-07-15
19454317,local street system,地區街道系統,,,,2022-07-15
19454318,local traffic,地區交通,,,,2022-07-15
19454319,local transit,地區客運｛公路｝；局部輸送｛鐵路｝,,,,2022-07-15
19454320,local vertical,當地垂線,,測量組,,2022-07-15
19454321,localized cold air current,局部冷空氣流,,建築_環控,,2022-07-15
19454322,localized cold discomfort,局部冷不適,,建築_環控,,2022-07-15
19454323,localizer,左右定位臺,,,,2022-07-15
19454324,location of employment,就業區位,,都計組,,2022-07-15
19454325,location of industry/ industrial location,工業區位,,都計組,,2022-07-15
19454326,location quotient,區位商數,,都計組,,2022-07-15
19454327,location theory,區位理論,,都計組,,2022-07-15
19454328,locational requirement,區位條件,,,,2022-07-15
19454329,locational theory,區位理論,,,,2022-07-15
19454330,lock paddle,水閘室,,,,2022-07-15
19454331,lock rod,鎖定桿,,,,2022-07-15
19454332,lock-bar pipe,桿接鋼管,,,,2022-07-15
19454333,locked harbor,有閘港；閉口港,,,,2022-07-15
19454334,locked-coil rope,光面鋼索,,,,2022-07-15
19454335,locking,鎖定,,,,2022-07-15
19454336,locking device,鎖定裝置,,,,2022-07-15
19454337,lock-sill,閘檻,,,,2022-07-15
19454338,locomotive,[軌道]機車,,,,2022-07-15
19454339,locomotive turntable,機車轉盤,,,,2022-07-15
19454340,locomotive weight,機車重,,,,2022-07-15
19454341,log book,日誌,,,,2022-07-15
19454342,log line,測深繩,,,,2022-07-15
19454343,log path,流木道,,環工組,,2022-07-15
19454344,log phase,對數[生長]期,,環工組,,2022-07-15
19454345,logarithm of time fitting method,對數時間配適法,,,,2022-07-15
19454346,logarithm of time method,時間對數法,,,,2022-07-15
19454347,logarithmic growth period,對數生長期,,環工組,,2022-07-15
19454348,loggia,涼廊；敞廊,,,,2022-07-15
19454349,log-growth phase,對數生長期,,,,2022-07-15
19454350,logic diagram,邏輯網圖,,營管組,,2022-07-15
19454351,logic network,[進度]網圖,,營管組,,2022-07-15
19454352,logical relationship,邏輯關係,,營管組,,2022-07-15
19454353,log-path,流木道,,,,2022-07-15
19454354,long chord,長弦,,,,2022-07-15
19454355,long chord (LC),[曲線]長弦,,測量組,,2022-07-15
19454356,long column,長柱{挫曲控制},,,,2022-07-15
19454357,long distance aid,長程助航設備,,,,2022-07-15
19454358,long distance operation,長程運轉,,,,2022-07-15
19454359,long line method,長線工法{預鑄},,,,2022-07-15
19454360,long line system,長線系統{預鑄},,,,2022-07-15
19454361,long rail,長軌,,,,2022-07-15
19454362,long sleeper,長軌枕,,,,2022-07-15
19454363,long strip footing,長條基腳,,,,2022-07-15
19454364,long term stability,長期穩定性,,,,2022-07-15
19454365,long tie,長軌枕,,,,2022-07-15
19454366,long time count,長期調查,,,,2022-07-15
19454367,long ton,長噸,,,,2022-07-15
19454368,long wave,長波,,,,2022-07-15
19454369,long  wave  radiation,長波輻射,,建築_環控,,2022-07-15
19454370,longitude,經度,,測量組,,2022-07-15
19454371,longitudinal alignment,縱向定線,,,,2022-07-15
19454372,longitudinal bar,長向筋；縱向筋,,,,2022-07-15
19454373,longitudinal bend test,縱向彎曲試驗,,,,2022-07-15
19454374,longitudinal broom,縱向掃紋,,,,2022-07-15
19454375,longitudinal crack,縱向裂縫,,,,2022-07-15
19454376,longitudinal floating machine,縱向推平機,,,,2022-07-15
19454377,longitudinal force,縱向力,,,,2022-07-15
19454378,longitudinal frame,縱向構架,,材料_FRP,,2022-07-15
19454379,longitudinal grade,縱坡,,,,2022-07-15
19454380,longitudinal joint,縱向接縫,,,,2022-07-15
19454381,longitudinal level,[軌道]縱向高差,,,,2022-07-15
19454382,longitudinal levelling,縱斷面水準測量,,,,2022-07-15
19454383,longitudinal marking,縱向標線,,,,2022-07-15
19454384,longitudinal parking,縱向停車,,,,2022-07-15
19454385,longitudinal platform,縱向站臺{月臺},,,,2022-07-15
19454386,longitudinal reinforcement,縱向鋼筋,,,,2022-07-15
19454387,longitudinal sleeper,縱向軌枕,,,,2022-07-15
19454388,longitudinal structure,縱向結構,,材料_FRP,,2022-07-15
