ID,英文名稱,中文名稱,圖片,中國大陸譯名,更新日期
3281761,analysis of covariance  (ANCOVA),共變數分析,,协方差分析,2017-08-18
3281762,analysis of resistance,抗拒分析,,阻抗分析,2017-08-18
3281763,analysis of transference,移情分析,,移情分析,2017-08-18
3281764,analysis of variance  (ANOVA),變異數分析,,方差分析,2017-08-18
3281765,analytical ability,分析能力,,分析能力,2017-08-18
3281766,analytical psychology ； analytic psychology,分析心理學,,分析心理学,2017-08-18
3281767,analytical psychotherapy,分析[性]心理治療,,分析性心理治疗,2017-08-18
3281768,anchor,定錨,,锚定,2017-08-18
3281769,anchor point,定錨點,,锚定点,2017-08-18
3281770,anchor test,定錨測驗,,锚定测验,2017-08-18
3281771,anchoring effect,定錨效應,,锚定效应,2017-08-18
3281772,anchoring heuristics,定錨捷思法,,"锚定启发法,锚定试探法",2017-08-18
3281773,Anderson’s theory of intelligence and cognitive development,安德森智力論與認知發展,,安德森智力与认知发展理论,2017-08-18
3281774,androgen,雄[性]激素,,雄激素,2017-08-18
3281775,androgen-insensitivity syndrome,雄性激素失敏症候群,,雄激素不敏感综合征,2017-08-18
3281776,androgenization,雄性激素化,,雄激素化,2017-08-18
3281777,androgyny,兩性化；剛柔並濟,,两性化,2017-08-18
3281778,anecdotal evidence,軼事類型證據,,轶事型证据,2017-08-18
3281779,anecdotal record,軼事記錄,,轶事记录,2017-08-18
3281780,anesthesia,麻醉,,感觉缺失,2017-08-18
3281781,anger,憤怒；生氣,,愤怒,2017-08-18
3281782,anger superiority effect,憤怒優先效應,,愤怒优先效应,2017-08-18
3281783,angiotensin,血管收縮素,,血管紧张素,2017-08-18
3281784,angular gyrus,角腦迴,,角[脑]回,2017-08-18
3281785,anhedonia,失樂症[狀],,快感缺失,2017-08-18
3281786,Anima,阿尼瑪,,阿尼玛,2017-08-18
3281787,animal communication,動物訊息溝通,,动物信息沟通,2017-08-18
3281788,animal instinct,動物本能,,动物本能,2017-08-18
3281789,animal intelligence,動物智能,,动物智力,2017-08-18
3281790,animal phobia,動物畏懼症,,动物恐惧症,2017-08-18
3281791,animal psychology,動物心理學,,动物心理学,2017-08-18
3281792,animal social behavior,動物社會行為,,动物社会行为,2017-08-18
3281793,animal study,動物研究,,动物研究,2017-08-18
3281794,animism,擬人論；萬物有靈論；泛靈論,,泛灵论,2017-08-18
3281795,Animus,阿尼瑪斯,,阿尼姆斯,2017-08-18
3281796,anomic aphasia ； nomial aphasia ； anomia,命名失語症；命名失能症,,命名性失语症；遗传性失语症,2017-08-18
3281797,anomic suicide,脫序型自殺,,突发变故型自杀,2017-08-18
3281798,anonymity　,匿名性,,匿名性,2017-08-18
3281799,anorexia,厭食症,,厌食症,2017-08-18
3281800,anorexia nervosa,神經性厭食症；心因性厭食症,,神经性厌食[症],2017-08-18
3281801,anosmia,嗅覺喪失[症],,嗅觉缺乏,2017-08-18
3281802,anosognosia,病覺缺失症；病覺失能症,,"病感失认[症],病觉缺失",2017-08-18
3281803,A-not-B error,AB[位置]錯判,,A非B错误,2017-08-18
3281804,antagonist,拮抗劑；抑制劑,,拮抗剂,2017-08-18
3281805,antecedent,先前事件；前置事件,,前发事件,2017-08-18
3281806,anterior cingulate cortex,前扣帶迴皮質,,前扣带回皮质,2017-08-18
3281807,anterograde amnesia,前向失憶症；順向失憶症；近事失憶症,,顺行性遗忘,2017-08-18
3281808,anthropology,人類學,,人类学,2017-08-18
3281809,anthropometry,人體測量學,,人体测量学,2017-08-18
3281810,anthropomorphism,擬人論,,拟人论,2017-08-18
3281811,antianxiety drug ； anxiolytics,抗焦慮藥物； 抗焦慮劑,,抗焦虑药,2017-08-18
3281812,antibody,抗體,,抗体,2017-08-18
3281813,anticipatory anxiety,預期性焦慮,,预期性焦虑,2017-08-18
3281814,anticipatory response,預期反應,,预期反应,2017-08-18
3281815,anticipatory socialization,預期性社會化歷程,,预期社会化,2017-08-18
3281816,anticonformity,反從眾,,反从众,2017-08-18
3281817,antidepressant,鎮靜劑；抗憂鬱劑,,抗抑郁药,2017-08-18
3281818,antidiuretic hormone  (ADH),抗利尿激素,,抗利尿激素,2017-08-18
3281819,antigen,抗原,,抗原,2017-08-18
3281820,antipsychotic drug,抗精神疾病藥物,,抗精神病药,2017-08-18
3281821,antisocial behavior,反社會行為,,反社会行为,2017-08-18
3281822,antisocial personality disorder  (APD),反社會型人格障礙症；反社會人格疾患；反社會人格違常,,反社会型人格障碍,2017-08-18
3281823,antisociality,反社會性,,反社会性,2017-08-18
3281824,anxiety,焦慮,,焦虑,2017-08-18
3281825,anxiety as a state  (A - state),焦慮狀態,,焦虑状态,2017-08-18
3281826,anxiety as a trait  (A - trait),焦慮特質,,焦虑特质,2017-08-18
3281827,anxiety disorder,焦慮症；焦慮疾患,,焦虑性障碍,2017-08-18
3281828,anxiety hierarchy,焦慮階層,,"焦虑层次,焦虑层级",2017-08-18
3281829,anxiety neurosis,焦慮精神官能症,,焦虑性神经症,2017-08-18
3281830,anxiety sensitivity index  (ASI),焦慮敏感度指標,,焦虑敏感指数,2017-08-18
3281831,anxiety-like behavior,類焦慮行為,,类焦虑行为,2017-08-18
3281832,anxious attachment,焦慮型依戀；焦慮型依附,,焦虑型依恋,2017-08-18
3281833,apathy,冷漠,,情感淡漠,2017-08-18
3281834,Apgar scale,亞培格量表,,阿普加量表,2017-08-18
3281835,aphasia；alogia,失語症；語言失能症,,失语症,2017-08-18
3281836,aphonia,失聲[症]；失音[症],,失音症,2017-08-18
3281837,apnea,窒息性失眠；睡眠呼吸中止症,,呼吸暂停,2017-08-18
3281838,apolipoprotein E  (ApoE),脂蛋白E,,载脂蛋白E,2017-08-18
3281839,apoptosis,程式性細胞死亡,,细胞凋亡,2017-08-18
3281840,apparent movement phenomenon,似動現象,,似动现象,2017-08-18
3281841,apperception,統覺,,统觉,2017-08-18
3281842,apperceptive visual agnosia,統覺性視覺失認症；統覺性視覺辨別失能症,,统觉视觉失认症,2017-08-18
3281843,appetite,食慾,,食欲,2017-08-18
3281844,appetite suppressant,食慾抑制劑,,食欲抑制剂,2017-08-18
3281845,appetitive conditioning,慾望制約作用；食慾制約作用,,食欲制约作用,2017-08-18
3281846,appetitive learning,慾望學習；食慾學習,,欲望学习,2017-08-18
3281847,applicability,應用性,,应用性,2017-08-18
3281848,applied behavior analysis,應用行為分析,,应用行为分析,2017-08-18
3281849,applied developmental psychology,應用發展心理學,,应用发展心理学,2017-08-18
3281850,applied experimental psychology,應用實驗心理學,,应用实验心理学,2017-08-18
3281851,applied psychology,應用心理學,,应用心理学,2017-08-18
3281852,applied research,應用研究,,应用研究,2017-08-18
3281853,applied social psychology,應用社會心理學,,应用社会心理学,2017-08-18
3281854,appraisal interview,績效面談,,绩效面谈,2017-08-18
3281855,apprentice training,師徒式訓練,,师徒式训练,2017-08-18
3281856,approach,迎接性；趨性,,趋近,2017-08-18
3281857,approach goal,趨近目標,,趋近目标,2017-08-18
3281858,approach object,趨近對象,,趋近对象,2017-08-18
