ID,英文名稱,中文名稱,圖片,界,門,綱,目,科,屬,種,資料來源,更新日期
3560895,Shirozuella appendiculata,附肢長唇瓢蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Coccinellidae瓢蟲科,Shirozuella長唇瓢蟲屬,appendiculata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560896,Actinocyclus appendiculatus,具附著物輻環藻,,Chromista原藻界,Ochrophyta褐藻門,Coscinodiscophyceae圓篩藻綱,Centrales中心目,Hemidiscaceae半盤藻科,Actinocyclus輻環藻屬,appendiculatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560897,Stypocladius appendiculatus,附屬長腳蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Neridae長腳蠅科,Stypocladius柄長腳蠅屬,appendiculatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560898,Evania appendigaster,蠊卵旗腹蜂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Evaniidae瘦蜂科,Evania瘦蜂屬,appendigaster,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560899,Dirinaria applanata,扁平黑囊基衣,,Fungi真菌界,Ascomycota子囊菌門,Lecanoromycetes茶漬綱,Lecanorales茶漬目,Physciaceae蜈蚣衣科,Dirinaria黑囊基衣屬,applanata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560900,Trabrooksia applanata,扁平布魯氏黏菌,,Protozoa原生生物界,Myxomycota黏菌門,Myxomycetes黏菌綱,Physarales絨泡黏菌目,Didymiaceae鈣皮菌科,Trabrooksia布魯氏黏菌屬,applanata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560901,Ganoderma applanatum,樹舌靈芝滑孢變種,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Polyporales多孔菌目,Ganodermataceae靈芝科,Ganoderma靈芝屬,applanatum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560902,Trichovirus Apple chlorotic leaf spot virus,蘋果黃化葉斑病毒,,Viruses病毒,,,正鏈RNA病毒,Flexiviridae彎曲病毒科,Trichovirus毛髮(絲)狀病毒屬,Apple chlorotic leaf spot virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560903,Capillovirus Apple stem grooving virus,蘋果莖凹陷病毒,,Viruses病毒,,,正鏈RNA病毒,Flexiviridae彎曲病毒科,Capillovirus毛(髮)狀病毒屬,Apple stem grooving virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560904,Foveavirus Apple stem pitting virus,蘋果莖痘斑病毒,,Viruses病毒,,,正鏈RNA病毒,Flexiviridae彎曲病毒科,Foveavirus小窩(凹洞)病毒屬,Apple stem pitting virus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560905,Cololejeunea appressa,薄葉疣鱗蘚,,Plantae植物界,Marchantiophyta地錢門,Jungermanniopsida葉蘚綱,Porellales光萼蘚目,Lejeuneaceae細鱗蘚科,Cololejeunea疣鱗蘚屬,appressa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560906,Huperzia appressa,小杉葉石杉,,Plantae植物界,Lycopodiophyta石松門,Lycopodiopsida石松綱,Lycopodiales石松目,Lycopodiaceae石松科,Huperzia石杉屬,appressa,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560907,Lasianthus appressihirtus maximus,大葉密毛雞屎樹;大葉雞屎樹;西南粗葉木,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Gentianales龍膽目,Rubiaceae茜草科,Lasianthus雞屎樹屬,appressihirtus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560908,Lasianthus appressihirtus appressihirtus,密毛雞屎樹,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Gentianales龍膽目,Rubiaceae茜草科,Lasianthus雞屎樹屬,appressihirtus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560909,Stenichneumon appropinquans,點尖腹姬蜂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Ichneumonidae姬蜂科,Stenichneumon,appropinquans,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560910,Anomoia approximata,近端紋實蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Tephritidae果實蠅科,Anomoia紋實蠅屬,approximata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560911,Phyllomyza approximata,美洲稗稈蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Milichiidae稗稈蠅科,Phyllomyza葉稗稈蠅屬,approximata,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560912,Silene aprica,女婁菜;桃色女婁菜,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Caryophyllales石竹目,Caryophyllaceae石竹科,Silene蠅子草屬,aprica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560913,Entoloma aprile,四月粉褶菌,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Agaricales傘菌目,Entolomataceae粉褶傘科,Entoloma粉褶傘屬,aprile,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560914,Dentalium aprinum,青象牙貝,,Animalia動物界,Mollusca軟體動物門,Scaphopoda掘足綱,Dentalioida象牙貝目,Dentaliidae象牙貝科,Dentalium象牙貝屬,aprinum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560915,Cirrhitichthys aprinus,斑金_;短嘴格;格仔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Cirrhitidae_科,Cirrhitichthys金_屬,aprinus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560916,Bryomyia apsectra,無巢癭蚋,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Cecidomyiidae癭蚋科,Bryomyia地衣癭蚋屬,apsectra,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560917,Hemicytherura apta,適合半羽花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytheruridae尾花介科,Hemicytherura半羽花介屬,apta,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560918,Diaphorus aptatus,相稱長足虻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Dolichopodidae長足虻科,Diaphorus異長足虻屬,aptatus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560919,Begonia aptera,圓果秋海棠,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Cucurbitales瓜目,Begoniaceae秋海棠科,Begonia秋海棠屬,aptera,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560920,Meganopteron apteron,無羽大羽介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytheruridae尾花介科,Meganopteron大羽介屬,apteron,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560921,Stethorus aptus,黑囊食滿瓢蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Coccinellidae瓢蟲科,Stethorus食滿瓢蟲屬,aptus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560922,Thaumatoptyx aptyx,無襞細煙管蝸牛;少襞細煙管蝸牛,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Stylommatophora柄眼目,Clausiliidae煙管蝸牛科,Thaumatoptyx奇襞煙管蝸牛屬,aptyx,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560923,Halosarpheia aquadulcis,悅水海球菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Microascales小囊菌目,Halosphaeriaceae海殼菌科,Halosarpheia海球菌屬,aquadulcis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560924,Fusarium aquaeductuum,溝渠鐮孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,Hypocreales肉座菌目,Nectriaceae叢赤殼科,Fusarium鐮孢菌屬,aquaeductuum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560925,Hemithea aquamarina,翠_腰青尺蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Geometridae尺蛾科,Hemithea腰青尺蛾屬,aquamarina,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560926,Lispe aquanarina,海濱溜蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Muscidae家蠅科,Lispe溜蠅屬,aquanarina,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560927,Pilea aquarum brevicornuta,短角冷水麻,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Rosales薔薇目,Urticaceae蕁麻科,Pilea冷水麻屬,aquarum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560928,Ipomoea aquatica,甕菜;草菜,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Solanales茄目,Convolvulaceae旋花科,Ipomoea牽牛花屬,aquatica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560929,Lejeunea aquatica,濕生細鱗蘚,,Plantae植物界,Marchantiophyta地錢門,Jungermanniopsida葉蘚綱,Porellales光萼蘚目,Lejeuneaceae細鱗蘚科,Lejeunea細鱗蘚屬,aquatica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560930,Luteimonas aquatica,水生黃色單胞菌,,Bacteria細菌界,Proteobacteria變形菌門,Gammaproteobacteria丙型變形菌綱,Xanthomonadales黃單胞菌目,Xanthomonadaceae黃單胞菌科,Luteimonas,aquatica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560931,Peronospora aquatica,水苦_霜黴,,Chromista原藻界,Oomycota卵菌門,Oomycetes卵菌綱,Peronosporales霜霉目,Peronosporaceae霜霉科,Peronospora霜霉屬,aquatica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560932,Podura aquatica,水跳蟲,,Animalia動物界,Arthropoda節肢動物門,Entognatha內口綱,Collembola彈尾目,Poduridae跳蟲科,Podura跳蟲屬,aquatica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560933,Schlegelella aquatica,水生施萊格爾氏菌,,Bacteria細菌界,Proteobacteria變形菌門,Betaproteobacteria乙型變形菌綱,Burkholderiales伯克氏菌目,Comamonadaceae叢毛單胞菌科,Schlegelella施萊格爾氏菌屬,aquatica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560934,Stellaria aquatica,鵝兒腸;鵝腸菜,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Caryophyllales石竹目,Caryophyllaceae石竹科,Stellaria繁縷屬,aquatica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560935,Chromobacterium aquaticum,水生色桿菌,,Bacteria細菌界,Proteobacteria變形菌門,Betaproteobacteria乙型變形菌綱,Neisseriales奈瑟氏菌目,Neisseriaceae奈瑟氏菌科,Chromobacterium色桿菌屬,aquaticum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560936,Myriophyllum aquaticum,粉綠狐尾藻,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Saxifragales虎耳草目,Haloragaceae小二仙草科,Myriophyllum聚藻屬,aquaticum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560937,Racomitrium aquaticum,簇生砂苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Grimmiales紫萼苔目,Grimmiaceae紫萼苔科,Racomitrium砂苔屬,aquaticum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560938,Chromobacterium aquaticus,水生色桿菌,,Bacteria細菌界,Proteobacteria變形菌門,Betaproteobacteria乙型變形菌綱,Neisseriales奈瑟氏菌目,Neisseriaceae奈瑟氏菌科,Chromobacterium色桿菌屬,aquaticus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560939,Rallus aquaticus indicus,秧雞,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Gruiformes鶴形目,Rallidae秧雞科,Rallus秧雞屬,aquaticus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560940,Chitinilyticum aquatile,水生幾丁質溶解菌,,Bacteria細菌界,Proteobacteria變形菌門,Betaproteobacteria乙型變形菌綱,Neisseriales奈瑟氏菌目,Neisseriaceae奈瑟氏菌科,Chitinilyticum幾丁質溶解菌屬,aquatile,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560941,Cymatium aquatile,矮毛法螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Heteropoda異足目,Ranellidae法螺科,Cymatium梭法螺屬,aquatile,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560942,Synechocystis aquatilis,水生集胞藻,,Bacteria細菌界,Cyanobacteria藍菌門,Cyanophyceae藍藻綱,Chroococcales色球藻目,Merismopediaceae平裂藻科,Synechocystis集胞藻屬,aquatilis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560943,Eugenia aquea,水蓮霧,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Myrtales桃金孃目,Myrtaceae桃金孃科,Eugenia番櫻桃屬,aquea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560944,Sargassum aquifolium,硬葉馬尾藻;賓德馬尾藻,,Chromista原藻界,Ochrophyta褐藻門,Phaeophyceae褐藻綱,Fucales墨角藻目,Sargassaceae馬尾藻科,Sargassum馬尾藻屬,aquifolium,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560945,Hyposidra aquilaria,黯鉤尺蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Geometridae尺蛾科,Hyposidra,aquilaria,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560946,Erysiphe aquilegiae,樓斗菜白粉菌,,Fungi真菌界,Ascomycota子囊菌門,Ascomycetes子囊菌綱,Erysiphales白粉菌目,Erysiphaceae白粉菌科,Erysiphe白粉菌屬,aquilegiae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560947,Pteridium aquilinum latiusculum,蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Dennstaedtiaceae碗蕨科,Pteridium蕨屬,aquilinum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560948,Pteridium aquilinum wightianum,巒大蕨;毛軸蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Dennstaedtiaceae碗蕨科,Pteridium蕨屬,aquilinum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560949,Coffea arabica,咖啡,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Gentianales龍膽目,Rubiaceae茜草科,Coffea咖啡屬,arabica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560950,Cypraea arabica arabica,阿拉伯寶螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Mesogastropoda中腹足目,Cypraeidae寶螺科,Cypraea寶螺屬,arabica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560951,Dinebra arabica,地巴拉草,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Poales禾本目,Poaceae禾本科,Dinebra,arabica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560952,Medicago arabica,褐斑苜蓿,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Fabales豆目,Fabaceae豆科,Medicago苜蓿屬,arabica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560953,Surirella arabica,阿拉伯雙菱藻,,Chromista原藻界,Bacillariophyta矽藻門,Bacillariophyceae矽藻綱,Surirellales雙菱藻目,Surirellaceae雙菱藻科,Surirella雙菱藻屬,arabica,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560954,Codium arabicum,阿拉伯松藻,,Plantae植物界,Chlorophyta綠藻植物門,Bryopsidophyceae羽藻綱,Bryopsidales羽藻目,Codiaceae松藻科,Codium松藻屬,arabicum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560955,Cercospora arachidicola,落花生尾孢菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Cercospora尾孢菌屬,arachidicola,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560956,Leptosphaerulina arachidicola,落花生小光腔菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Pleosporales格孢菌目,Pleosporaceae格孢菌科,Leptosphaerulina小光腔菌屬,arachidicola,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560957,Colletotrichum arachidis,落花生炭疽刺盤孢菌,,Fungi真菌界,Ascomycota子囊菌門,Sordariomycetes糞殼菌綱,,Glomerellaceae小叢殼科,Colletotrichum炭疽刺盤孢菌屬,arachidis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560958,Mycosphaerella arachidis,落花生球腔菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Mycosphaerella球腔菌屬,arachidis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560959,Puccinia arachidis,落花生柄_菌,,Fungi真菌界,Basidiomycota擔子菌門,Pucciniomycetes柄_菌綱,Pucciniales柄_菌目,Pucciniaceae柄_菌科,Puccinia柄_菌屬,arachidis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560960,Sclerotinia arachidis,落花生核盤菌,,Fungi真菌界,Ascomycota子囊菌門,Leotiomycetes錘舌菌綱,Helotiales柔膜菌目,Sclerotiniaceae核盤菌科,Sclerotinia核盤菌屬,arachidis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560961,Cryptostylis arachnites,滿綠隱柱蘭;美唇隱柱蘭,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asparagales天門冬目,Orchidaceae蘭科,Cryptostylis隱柱蘭屬,arachnites,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560962,Asero_ arachnoidea,星頭鬼筆,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Phallales鬼筆目,Phallaceae鬼筆科,Asero_星頭菌屬,arachnoidea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560963,Cyanotis arachnoidea,蛛絲毛藍耳草;鴨舌疝,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Commelinales鴨跖草目,Commelinaceae鴨跖草科,Cyanotis鴨舌疝屬,arachnoidea,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560964,Heikea arachnoides,蛛形平家蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Dorippidae關公蟹科,Heikea平家蟹屬,arachnoides,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560965,Botryobasidium arachnoideum,蛛網串擔革菌,,Fungi真菌界,Basidiomycota擔子菌門,Basidiomycetes擔子菌綱,Cantharellales雞油菌目,Botryobasidiaceae,Botryobasidium串擔革菌屬,arachnoideum,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560966,Rubus arachnoideus,灰葉懸鉤子,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Rosales薔薇目,Rosaceae薔薇科,Rubus懸鉤子屬,arachnoideus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560967,Paralomis arae,天壇仿石蟹,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Decapoda十足目,Lithodidae石蟹科,Paralomis仿石蟹屬,arae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560968,Tetrathyrus arafurae,四值戎,,Animalia動物界,Arthropoda節肢動物門,Malacostraca軟甲綱,Amphipoda端足目,Platyscelidae扁足戎科,Tetrathyrus四盾戎屬,arafurae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560969,Liopropoma aragai,荒賀氏長鱸;荒賀長鱸;鱠仔,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Serranidae鮨科,Liopropoma長鱸屬,aragai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560970,Nervilia aragoana,東亞脈葉蘭,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Asparagales天門冬目,Orchidaceae蘭科,Nervilia脈葉蘭屬,aragoana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560971,Culicoides (Beltranmyia) arakawai,荒川庫蠓,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Ceratopogonidae蠓科,Culicoides (Beltranmyia)庫蠓屬 (帶紋庫蠓亞屬),arakawai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560972,Aecidium araliae,_木_孢_菌,,Fungi真菌界,Basidiomycota擔子菌門,Pucciniomycetes柄_菌綱,Pucciniales柄_菌目,Pucciniaceae柄_菌科,Aecidium_孢_菌屬,araliae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560973,Cavariella araliae,_木雙尾蚜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Aphididae常蚜科,Cavariella雙尾蚜屬,araliae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560974,Cladosporium araliae,_木枝孢菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Cladosporium,araliae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560975,Mycterothrips araliae,雙毛薊馬,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Thysanoptera纓翅目,Thripidae薊馬科,Mycterothrips雙毛薊馬屬,araliae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560976,Pseudocercospora araliae,_木假尾孢菌,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Mycosphaerellales球腔菌目,Mycosphaerellaceae球腔菌科,Pseudocercospora假尾孢菌屬,araliae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560977,Sphaceloma araliae,龍牙痂圓孢菌,,Fungi真菌界,Ascomycota子囊菌門,Ascomycetes子囊菌綱,Myriangiales多腔菌目,Elsinoaceae痂囊腔菌科,Sphaceloma痂圓孢菌屬,araliae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560978,Phyllosticta araliae-cordatae,食用土當歸葉點黴,,Fungi真菌界,Ascomycota子囊菌門,Dothideomycetes座囊菌綱,Dothideales座囊菌目,Botryosphaeriaceae葡萄座腔菌科,Phyllosticta葉點黴屬,araliae-cordatae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560979,Meliola araliicola,刺_生黑煤菌,,Fungi真菌界,Ascomycota子囊菌門,Ascomycetes子囊菌綱,Meliolales小煤炭菌目,Meliolaceae小煤炭菌科,Meliola小煤炭菌屬,araliicola,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560980,Trochodendron aralioides,昆欄樹;臺灣雲葉,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Trochodendrales昆欄樹目,Trochodendraceae昆欄樹科,Trochodendron昆欄樹屬,aralioides,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3560981,Abacarus aralioidus,昆蘭樹畸節蜱,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Trombidiformes絨_目,Eriophyidae節蜱科,Abacarus畸節蜱屬,aralioidus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
